Protein	Accession	Accession.id
A0A0E0ULH8	1.20.120.790	http://www.cathdb.info/superfamily/1.20.120.790
A0A0E0UN93	1.20.120.790	http://www.cathdb.info/superfamily/1.20.120.790
A0A0E0UN97	1.20.120.790	http://www.cathdb.info/superfamily/1.20.120.790
A0A0E0UNG4	2.30.40.10	http://www.cathdb.info/superfamily/2.30.40.10
A0A0E0UNJ4	1.25.40.10	http://www.cathdb.info/superfamily/1.25.40.10
A0A0E0UNP3	1.10.560.10	http://www.cathdb.info/superfamily/1.10.560.10
A0A0E0UPG1	3.30.750.24	http://www.cathdb.info/superfamily/3.30.750.24
A0A0E0UPL1	3.40.50.1820	http://www.cathdb.info/superfamily/3.40.50.1820
A0A0E0UPR3	1.25.40.10	http://www.cathdb.info/superfamily/1.25.40.10
A0A0E0UPR9	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0E0UPX2	3.90.190.10	http://www.cathdb.info/superfamily/3.90.190.10
A0A0E0UQ72	3.90.190.10	http://www.cathdb.info/superfamily/3.90.190.10
A0A0E0UQG5	3.40.50.620	http://www.cathdb.info/superfamily/3.40.50.620
A0A0E0URT6	3.30.565.10	http://www.cathdb.info/superfamily/3.30.565.10
A0A0E0UW41	3.40.50.620	http://www.cathdb.info/superfamily/3.40.50.620
A0A0E0UWC2	2.40.33.10	http://www.cathdb.info/superfamily/2.40.33.10
A0A0E1EET6	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0E1EL42	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0E1EN14	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0E1R974	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0E1Y3Q6	3.40.1830.10	http://www.cathdb.info/superfamily/3.40.1830.10
A0A0E2CSW4	1.10.1200.10	http://www.cathdb.info/superfamily/1.10.1200.10
A0A0E2D3A7	1.10.1200.10	http://www.cathdb.info/superfamily/1.10.1200.10
A0A0E3CNN1	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0E3CRJ7	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0F0JYS2	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0F6P9K5	2.40.160.10	http://www.cathdb.info/superfamily/2.40.160.10
A0A0G2PF30	1.10.268.10	http://www.cathdb.info/superfamily/1.10.268.10
A0A0G2Q9D4	1.10.268.10	http://www.cathdb.info/superfamily/1.10.268.10
A0A0G2Q9D8	1.10.268.10	http://www.cathdb.info/superfamily/1.10.268.10
A0A0G2Q9E8	1.10.268.10	http://www.cathdb.info/superfamily/1.10.268.10
A0A0G2Q9E9	3.60.40.10	http://www.cathdb.info/superfamily/3.60.40.10
A0A0G2Q9F8	1.10.268.10	http://www.cathdb.info/superfamily/1.10.268.10
A0A0G2Q9F9	2.40.100.10	http://www.cathdb.info/superfamily/2.40.100.10
A0A0G2Q9G0	2.40.100.10	http://www.cathdb.info/superfamily/2.40.100.10
A0A0G2Q9H1	3.40.50.1240	http://www.cathdb.info/superfamily/3.40.50.1240
A0A0G2Q9H2	3.60.120.10	http://www.cathdb.info/superfamily/3.60.120.10
A0A0G2Q9I7	3.65.10.10	http://www.cathdb.info/superfamily/3.65.10.10
A0A0G2Q9K0	1.20.58.220	http://www.cathdb.info/superfamily/1.20.58.220
A0A0G2Q9L2	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0G2Q9N7	3.50.50.60	http://www.cathdb.info/superfamily/3.50.50.60
A0A0G2Q9N9	1.10.101.10	http://www.cathdb.info/superfamily/1.10.101.10
A0A0H0YCP0	3.30.479.20	http://www.cathdb.info/superfamily/3.30.479.20
A0A0H0YG72	3.20.20.60	http://www.cathdb.info/superfamily/3.20.20.60
A0A0H0YGD0	3.20.20.70	http://www.cathdb.info/superfamily/3.20.20.70
A0A0H1NRE3	3.20.20.60	http://www.cathdb.info/superfamily/3.20.20.60
A0A0H1XJQ7	1.10.10.160	http://www.cathdb.info/superfamily/1.10.10.160
A0A0H2UQ40	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2USC0	3.80.10.10	http://www.cathdb.info/superfamily/3.80.10.10
A0A0H2USF2	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2USF3	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2USG1	3.80.10.10	http://www.cathdb.info/superfamily/3.80.10.10
A0A0H2USH9	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2USM2	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2USP0	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2USP5	1.25.40.310	http://www.cathdb.info/superfamily/1.25.40.310
A0A0H2USS8	1.25.40.310	http://www.cathdb.info/superfamily/1.25.40.310
A0A0H2UWW5	3.40.1160.10	http://www.cathdb.info/superfamily/3.40.1160.10
A0A0H2UWZ6	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2UX03	1.25.40.310	http://www.cathdb.info/superfamily/1.25.40.310
A0A0H2UX23	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2UX29	3.40.1160.10	http://www.cathdb.info/superfamily/3.40.1160.10
A0A0H2UX95	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2UXE8	3.40.50.10420	http://www.cathdb.info/superfamily/3.40.50.10420
A0A0H2UXR4	3.30.230.10	http://www.cathdb.info/superfamily/3.30.230.10
A0A0H2UXU2	1.10.230.10	http://www.cathdb.info/superfamily/1.10.230.10
A0A0H2UXV0	3.50.50.60	http://www.cathdb.info/superfamily/3.50.50.60
A0A0H2UXW2	3.50.50.60	http://www.cathdb.info/superfamily/3.50.50.60
A0A0H2UY03	3.80.10.10	http://www.cathdb.info/superfamily/3.80.10.10
A0A0H2UY50	3.40.50.1000	http://www.cathdb.info/superfamily/3.40.50.1000
A0A0H2UY62	3.50.50.60	http://www.cathdb.info/superfamily/3.50.50.60
A0A0H2UY65	3.30.230.10	http://www.cathdb.info/superfamily/3.30.230.10
A0A0H2UY89	3.50.50.60	http://www.cathdb.info/superfamily/3.50.50.60
A0A0H2UY99	1.10.1780.10	http://www.cathdb.info/superfamily/1.10.1780.10
A0A0H2UYA8	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2UYC2	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2UYC3	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2UYD2	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2UYJ4	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2UYP6	1.10.287.380	http://www.cathdb.info/superfamily/1.10.287.380
A0A0H2UYV7	1.10.290.10	http://www.cathdb.info/superfamily/1.10.290.10
A0A0H2UYY2	3.40.309.10	http://www.cathdb.info/superfamily/3.40.309.10
A0A0H2UYY3	1.10.290.10	http://www.cathdb.info/superfamily/1.10.290.10
A0A0H2UYY9	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2UZ04	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2UZ60	1.10.287.380	http://www.cathdb.info/superfamily/1.10.287.380
A0A0H2UZ75	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2UZI2	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2UZL0	3.20.130.10	http://www.cathdb.info/superfamily/3.20.130.10
A0A0H2UZM7	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2UZP6	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2UZP8	3.20.19.10	http://www.cathdb.info/superfamily/3.20.19.10
A0A0H2UZQ6	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2UZT5	1.10.287.380	http://www.cathdb.info/superfamily/1.10.287.380
A0A0H2UZX5	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2UZZ8	3.30.910.10	http://www.cathdb.info/superfamily/3.30.910.10
A0A0H2V013	1.10.275.10	http://www.cathdb.info/superfamily/1.10.275.10
A0A0H2V042	1.10.275.10	http://www.cathdb.info/superfamily/1.10.275.10
A0A0H2V062	1.10.274.10	http://www.cathdb.info/superfamily/1.10.274.10
A0A0H2V075	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2V0B5	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2V0C3	3.30.1730.10	http://www.cathdb.info/superfamily/3.30.1730.10
A0A0H2V0C8	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2V0D7	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2V0E5	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2V0F8	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2V0J1	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2V0L8	3.40.1790.10	http://www.cathdb.info/superfamily/3.40.1790.10
A0A0H2V0M8	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2V0Q5	1.10.1060.10	http://www.cathdb.info/superfamily/1.10.1060.10
A0A0H2V0R7	3.60.10.10	http://www.cathdb.info/superfamily/3.60.10.10
A0A0H2V0T8	3.40.1790.10	http://www.cathdb.info/superfamily/3.40.1790.10
A0A0H2V0W2	1.25.40.10	http://www.cathdb.info/superfamily/1.25.40.10
A0A0H2V0Y6	3.40.640.10	http://www.cathdb.info/superfamily/3.40.640.10
A0A0H2V0Z7	1.10.274.10	http://www.cathdb.info/superfamily/1.10.274.10
A0A0H2V104	3.40.50.10380	http://www.cathdb.info/superfamily/3.40.50.10380
A0A0H2V107	3.30.300.20	http://www.cathdb.info/superfamily/3.30.300.20
A0A0H2V132	3.30.300.20	http://www.cathdb.info/superfamily/3.30.300.20
A0A0H2V137	3.80.10.10	http://www.cathdb.info/superfamily/3.80.10.10
A0A0H2V170	3.80.10.10	http://www.cathdb.info/superfamily/3.80.10.10
A0A0H2V179	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2V1A9	3.30.1840.10	http://www.cathdb.info/superfamily/3.30.1840.10
A0A0H2V1B5	1.25.40.10	http://www.cathdb.info/superfamily/1.25.40.10
A0A0H2V1E3	3.30.1330.30	http://www.cathdb.info/superfamily/3.30.1330.30
A0A0H2V1J2	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2V1J5	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2V1M4	3.40.50.220	http://www.cathdb.info/superfamily/3.40.50.220
A0A0H2V1N8	2.160.20.20	http://www.cathdb.info/superfamily/2.160.20.20
A0A0H2V1P4	3.40.50.220	http://www.cathdb.info/superfamily/3.40.50.220
A0A0H2V1Q4	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2V1U5	2.160.20.20	http://www.cathdb.info/superfamily/2.160.20.20
A0A0H2V1V4	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2V1V9	3.40.50.360	http://www.cathdb.info/superfamily/3.40.50.360
A0A0H2V1Z0	3.30.230.10	http://www.cathdb.info/superfamily/3.30.230.10
A0A0H2V203	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2V252	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2V292	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2V2A5	1.10.8.870	http://www.cathdb.info/superfamily/1.10.8.870
A0A0H2V2A8	3.30.230.10	http://www.cathdb.info/superfamily/3.30.230.10
A0A0H2V2B5	3.20.20.190	http://www.cathdb.info/superfamily/3.20.20.190
A0A0H2V2L0	1.10.490.10	http://www.cathdb.info/superfamily/1.10.490.10
A0A0H2V2S3	1.10.12.10	http://www.cathdb.info/superfamily/1.10.12.10
A0A0H2V2U9	3.30.1330.10	http://www.cathdb.info/superfamily/3.30.1330.10
A0A0H2V2V7	2.60.40.10	http://www.cathdb.info/superfamily/2.60.40.10
A0A0H2V2Y1	3.40.50.10380	http://www.cathdb.info/superfamily/3.40.50.10380
A0A0H2V2Y7	3.30.1330.10	http://www.cathdb.info/superfamily/3.30.1330.10
A0A0H2V2Z3	3.30.1330.10	http://www.cathdb.info/superfamily/3.30.1330.10
A0A0H2V371	3.30.1330.10	http://www.cathdb.info/superfamily/3.30.1330.10
A0A0H2V3A5	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2V3C6	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2V3I9	3.30.1360.60	http://www.cathdb.info/superfamily/3.30.1360.60
A0A0H2V3M4	2.60.40.1180	http://www.cathdb.info/superfamily/2.60.40.1180
A0A0H2V3M9	3.50.50.60	http://www.cathdb.info/superfamily/3.50.50.60
A0A0H2V3N4	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2V3P9	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2V3Q5	3.30.1220.10	http://www.cathdb.info/superfamily/3.30.1220.10
A0A0H2V3S2	3.40.1160.10	http://www.cathdb.info/superfamily/3.40.1160.10
A0A0H2V3S3	3.40.309.10	http://www.cathdb.info/superfamily/3.40.309.10
A0A0H2V3V0	1.10.1240.10	http://www.cathdb.info/superfamily/1.10.1240.10
A0A0H2V407	3.30.1220.10	http://www.cathdb.info/superfamily/3.30.1220.10
A0A0H2V442	2.60.40.1180	http://www.cathdb.info/superfamily/2.60.40.1180
A0A0H2V488	1.10.8.260	http://www.cathdb.info/superfamily/1.10.8.260
A0A0H2V555	3.20.20.60	http://www.cathdb.info/superfamily/3.20.20.60
A0A0H2V5C4	1.10.1040.10	http://www.cathdb.info/superfamily/1.10.1040.10
A0A0H2V5L0	3.30.1220.10	http://www.cathdb.info/superfamily/3.30.1220.10
A0A0H2VSM9	2.60.40.10	http://www.cathdb.info/superfamily/2.60.40.10
A0A0H2VSS8	3.10.180.10	http://www.cathdb.info/superfamily/3.10.180.10
A0A0H2VT45	3.20.20.70	http://www.cathdb.info/superfamily/3.20.20.70
A0A0H2VT54	3.40.50.10420	http://www.cathdb.info/superfamily/3.40.50.10420
A0A0H2VT81	3.20.20.70	http://www.cathdb.info/superfamily/3.20.20.70
A0A0H2VTA6	3.30.230.10	http://www.cathdb.info/superfamily/3.30.230.10
A0A0H2VTF9	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2VTI8	3.30.230.10	http://www.cathdb.info/superfamily/3.30.230.10
A0A0H2VTK0	2.60.40.10	http://www.cathdb.info/superfamily/2.60.40.10
A0A0H2VTU0	3.30.230.10	http://www.cathdb.info/superfamily/3.30.230.10
A0A0H2VTW3	3.20.20.70	http://www.cathdb.info/superfamily/3.20.20.70
A0A0H2VTY7	3.20.20.70	http://www.cathdb.info/superfamily/3.20.20.70
A0A0H2VTZ4	1.10.390.10	http://www.cathdb.info/superfamily/1.10.390.10
A0A0H2VUP7	3.10.350.10	http://www.cathdb.info/superfamily/3.10.350.10
A0A0H2VUT9	3.20.20.70	http://www.cathdb.info/superfamily/3.20.20.70
A0A0H2VUW9	2.40.37.10	http://www.cathdb.info/superfamily/2.40.37.10
A0A0H2VUZ8	3.40.309.10	http://www.cathdb.info/superfamily/3.40.309.10
A0A0H2VV08	3.20.20.70	http://www.cathdb.info/superfamily/3.20.20.70
A0A0H2VV29	3.30.230.10	http://www.cathdb.info/superfamily/3.30.230.10
A0A0H2VV39	3.40.50.920	http://www.cathdb.info/superfamily/3.40.50.920
A0A0H2VV44	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2VV48	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2VVB7	3.30.230.10	http://www.cathdb.info/superfamily/3.30.230.10
A0A0H2VVC0	3.40.50.1170	http://www.cathdb.info/superfamily/3.40.50.1170
A0A0H2VVD2	3.50.50.60	http://www.cathdb.info/superfamily/3.50.50.60
A0A0H2VVG5	3.30.559.10	http://www.cathdb.info/superfamily/3.30.559.10
A0A0H2VVI1	3.20.20.120	http://www.cathdb.info/superfamily/3.20.20.120
A0A0H2VVP2	3.30.230.10	http://www.cathdb.info/superfamily/3.30.230.10
A0A0H2VVS9	3.20.20.70	http://www.cathdb.info/superfamily/3.20.20.70
A0A0H2VVU1	1.10.3680.10	http://www.cathdb.info/superfamily/1.10.3680.10
A0A0H2VW13	3.30.230.10	http://www.cathdb.info/superfamily/3.30.230.10
A0A0H2VW22	1.20.120.160	http://www.cathdb.info/superfamily/1.20.120.160
A0A0H2VW26	1.10.12.10	http://www.cathdb.info/superfamily/1.10.12.10
A0A0H2VW51	3.20.20.450	http://www.cathdb.info/superfamily/3.20.20.450
A0A0H2VWL1	3.20.20.450	http://www.cathdb.info/superfamily/3.20.20.450
A0A0H2VWM2	3.20.19.10	http://www.cathdb.info/superfamily/3.20.19.10
A0A0H2VX20	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2VX23	3.40.50.360	http://www.cathdb.info/superfamily/3.40.50.360
A0A0H2VX42	3.30.450.150	http://www.cathdb.info/superfamily/3.30.450.150
A0A0H2VX83	3.40.50.360	http://www.cathdb.info/superfamily/3.40.50.360
A0A0H2VXB8	1.10.10.10	http://www.cathdb.info/superfamily/1.10.10.10
A0A0H2VXH5	3.30.230.10	http://www.cathdb.info/superfamily/3.30.230.10
A0A0H2VXM7	3.40.50.920	http://www.cathdb.info/superfamily/3.40.50.920
A0A0H2VXW3	3.30.450.150	http://www.cathdb.info/superfamily/3.30.450.150
A0A0H2VXW8	3.20.20.100	http://www.cathdb.info/superfamily/3.20.20.100
A0A0H2VXY8	3.40.309.10	http://www.cathdb.info/superfamily/3.40.309.10
A0A0H2VXZ9	1.25.40.10	http://www.cathdb.info/superfamily/1.25.40.10
A0A0H2VY02	3.40.309.10	http://www.cathdb.info/superfamily/3.40.309.10
A0A0H2VY20	3.30.230.10	http://www.cathdb.info/superfamily/3.30.230.10
A0A0H2VY68	3.40.1790.10	http://www.cathdb.info/superfamily/3.40.1790.10
A0A0H2VYF0	1.10.274.10	http://www.cathdb.info/superfamily/1.10.274.10
A0A0H2VYF7	3.20.130.10	http://www.cathdb.info/superfamily/3.20.130.10
A0A0H2VYP7	1.10.3810.10	http://www.cathdb.info/superfamily/1.10.3810.10
A0A0H2VYQ8	3.40.309.10	http://www.cathdb.info/superfamily/3.40.309.10
A0A0H2VYU4	3.30.420.10	http://www.cathdb.info/superfamily/3.30.420.10
A0A0H2VYX6	3.40.309.10	http://www.cathdb.info/superfamily/3.40.309.10
A0A0H2VZ63	1.10.150.130	http://www.cathdb.info/superfamily/1.10.150.130
A0A0H2VZN3	3.30.230.10	http://www.cathdb.info/superfamily/3.30.230.10
A0A0H2VZP1	1.10.287.460	http://www.cathdb.info/superfamily/1.10.287.460
A0A0H2VZQ5	3.40.309.10	http://www.cathdb.info/superfamily/3.40.309.10
A0A0H2VZS4	3.40.50.360	http://www.cathdb.info/superfamily/3.40.50.360
A0A0H2VZY7	2.60.40.1180	http://www.cathdb.info/superfamily/2.60.40.1180
A0A0H2W006	3.40.50.360	http://www.cathdb.info/superfamily/3.40.50.360
A0A0H2W0B9	1.10.10.160	http://www.cathdb.info/superfamily/1.10.10.160
