Protein	Accession	Accession.id
A0A0E0UBX6	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UC24	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UCM8	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UCS0	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UCT0	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UCT8	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UCU7	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UCU9	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UCV1	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UCX8	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UCY2	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UD17	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UD69	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UD90	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UD97		
A0A0E0UDD5	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UDL4		
A0A0E0UDW5	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UEF9	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UEH3	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UET8	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UEW7	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UEX4	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UFF6	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UFH5	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UFJ1	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UFL2	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UG10	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UG46	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UGD4	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UGI2	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UGL8	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UH56	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UHM0		
A0A0E0UHQ8	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UHT8	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UHU9	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UHV7	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UI25	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UI36	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UIH3	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UII0	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UIQ4	NC_017322	http://www.paidb.re.kr/genome_pai.php?gma=NC_017322&m=g
A0A0E0UJ54		
A0A0E0UJ98	NC_017324	http://www.paidb.re.kr/genome_pai.php?gma=NC_017324&m=g
A0A0E0UJC1	NC_017324	http://www.paidb.re.kr/genome_pai.php?gma=NC_017324&m=g
A0A0E0UKM9	NC_017324	http://www.paidb.re.kr/genome_pai.php?gma=NC_017324&m=g
A0A0E0UKN7	NC_017324	http://www.paidb.re.kr/genome_pai.php?gma=NC_017324&m=g
A0A0E0UKP1	NC_017324	http://www.paidb.re.kr/genome_pai.php?gma=NC_017324&m=g
A0A0E0UKY1		
A0A0E0UL81		
A0A0E0ULB5	NC_017324	http://www.paidb.re.kr/genome_pai.php?gma=NC_017324&m=g
A0A0E0ULH8	NC_017324	http://www.paidb.re.kr/genome_pai.php?gma=NC_017324&m=g
A0A0E0UN93		
A0A0E0UN97		
A0A0E0UNG4		
A0A0E0UNJ4		
A0A0E0UNP3		
A0A0E0UPG1		
A0A0E0UPL1		
A0A0E0UPR3		
A0A0E0UPR9		
A0A0E0UPX2		
A0A0E0UQ72		
A0A0E0UQG5		
A0A0E0URT6		
A0A0E0UW41	NC_017537	http://www.paidb.re.kr/genome_pai.php?gma=NC_017537&m=g
A0A0E0UWC2	NC_017537	http://www.paidb.re.kr/genome_pai.php?gma=NC_017537&m=g
A0A0E1EET6		
A0A0E1EL42		
A0A0E1EN14		
A0A0E1R974	NC_019556	http://www.paidb.re.kr/genome_pai.php?gma=NC_019556&m=g
A0A0E1Y3Q6		
A0A0E2CSW4		
A0A0E2D3A7		
A0A0E3CNN1		
A0A0E3CRJ7		
A0A0F0JYS2		
A0A0F6P9K5		
A0A0G2PF30	NC_008769	http://www.paidb.re.kr/genome_pai.php?gma=NC_008769&m=g
A0A0G2Q9D4	NC_008769	http://www.paidb.re.kr/genome_pai.php?gma=NC_008769&m=g
A0A0G2Q9D8	NC_008769	http://www.paidb.re.kr/genome_pai.php?gma=NC_008769&m=g
A0A0G2Q9E8	NC_008769	http://www.paidb.re.kr/genome_pai.php?gma=NC_008769&m=g
A0A0G2Q9E9	NC_008769	http://www.paidb.re.kr/genome_pai.php?gma=NC_008769&m=g
A0A0G2Q9F8	NC_008769	http://www.paidb.re.kr/genome_pai.php?gma=NC_008769&m=g
A0A0G2Q9F9	NC_008769	http://www.paidb.re.kr/genome_pai.php?gma=NC_008769&m=g
A0A0G2Q9G0	NC_008769	http://www.paidb.re.kr/genome_pai.php?gma=NC_008769&m=g
A0A0G2Q9H1	NC_008769	http://www.paidb.re.kr/genome_pai.php?gma=NC_008769&m=g
A0A0G2Q9H2	NC_008769	http://www.paidb.re.kr/genome_pai.php?gma=NC_008769&m=g
A0A0G2Q9I7	NC_008769	http://www.paidb.re.kr/genome_pai.php?gma=NC_008769&m=g
A0A0G2Q9K0	NC_008769	http://www.paidb.re.kr/genome_pai.php?gma=NC_008769&m=g
A0A0G2Q9L2	NC_008769	http://www.paidb.re.kr/genome_pai.php?gma=NC_008769&m=g
A0A0G2Q9N7	NC_008769	http://www.paidb.re.kr/genome_pai.php?gma=NC_008769&m=g
A0A0G2Q9N9	NC_008769	http://www.paidb.re.kr/genome_pai.php?gma=NC_008769&m=g
A0A0H0YCP0		
A0A0H0YG72		
A0A0H0YGD0		
A0A0H1NRE3		
A0A0H1XJQ7		
A0A0H2UQ40		
A0A0H2USC0	NC_004851	http://www.paidb.re.kr/genome_pai.php?gma=NC_004851&m=g
A0A0H2USF2	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2USF3	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2USG1	NC_004851	http://www.paidb.re.kr/genome_pai.php?gma=NC_004851&m=g
A0A0H2USH9	NC_004851	http://www.paidb.re.kr/genome_pai.php?gma=NC_004851&m=g
A0A0H2USM2	NC_004851	http://www.paidb.re.kr/genome_pai.php?gma=NC_004851&m=g
A0A0H2USP0	NC_004851	http://www.paidb.re.kr/genome_pai.php?gma=NC_004851&m=g
A0A0H2USP5	NC_004851	http://www.paidb.re.kr/genome_pai.php?gma=NC_004851&m=g
A0A0H2USS8	NC_004851	http://www.paidb.re.kr/genome_pai.php?gma=NC_004851&m=g
A0A0H2UWW5	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UWZ6	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UX03	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UX23	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UX29	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UX95	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UXE8	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UXR4	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UXU2	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UXV0	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UXW2	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UY03	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UY50	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UY62	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UY65	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UY89	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UY99	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UYA8	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UYC2	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UYC3	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UYD2	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UYJ4		
A0A0H2UYP6	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UYV7	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UYY2	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UYY3	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UYY9	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UZ04	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UZ60	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UZ75		
A0A0H2UZI2	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UZL0	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UZM7	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UZP6	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UZP8	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UZQ6	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UZT5	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UZX5	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2UZZ8	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V013	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V042	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V062	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V075		
A0A0H2V0B5	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V0C3	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V0C8	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V0D7		
A0A0H2V0E5		
A0A0H2V0F8	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V0J1	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V0L8	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V0M8	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V0Q5	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V0R7	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V0T8	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V0W2		
A0A0H2V0Y6	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V0Z7	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V104	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V107	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V132	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V137	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V170	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V179	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V1A9	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V1B5		
A0A0H2V1E3	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V1J2	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V1J5	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V1M4	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V1N8	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V1P4	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V1Q4		
A0A0H2V1U5	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V1V4	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V1V9	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V1Z0	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V203	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V252	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V292	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V2A5	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V2A8	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V2B5	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V2L0		
A0A0H2V2S3	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V2U9	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V2V7	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V2Y1	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V2Y7	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V2Z3	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V371	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V3A5	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V3C6	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V3I9	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V3M4	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V3M9	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V3N4	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V3P9	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V3Q5	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V3S2	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V3S3	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V3V0	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V407	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V442	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V488	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V555	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V5C4	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2V5L0	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VSM9	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VSS8	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VT45	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VT54	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VT81	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VTA6	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VTF9	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VTI8	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VTK0	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VTU0	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VTW3		
A0A0H2VTY7	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VTZ4	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VUP7	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VUT9	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VUW9	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VUZ8	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VV08	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VV29	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VV39	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VV44	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VV48	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VVB7	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VVC0	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VVD2	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VVG5	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VVI1	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VVP2	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VVS9	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VVU1	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VW13	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VW22	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VW26	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VW51	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VWL1	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VWM2	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VX20	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VX23	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VX42	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VX83	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VXB8	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VXH5	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VXM7	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VXW3	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VXW8	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VXY8	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VXZ9		
A0A0H2VY02	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VY20	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VY68	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VYF0	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VYF7	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VYP7	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VYQ8	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VYU4	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VYX6	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VZ63	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VZN3	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VZP1	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VZQ5	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VZS4	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2VZY7	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2W006	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
A0A0H2W0B9	NC_004337	http://www.paidb.re.kr/genome_pai.php?gma=NC_004337&m=g
