Protein	Des
P41789	Genome Annotation
P42085	Genome Annotation
P42175	Genome Annotation
P42234	Genome Annotation
P42248	Genome Annotation
P42296	Genome Annotation
P42318	Genome Annotation
P42319	Genome Annotation
P42349	Genome Annotation
P42352	Genome Annotation
P42383	Genome Annotation
P42400	Genome Annotation
P42403	Genome Annotation
P42408	Genome Annotation
P42409	Genome Annotation
P42410	Genome Annotation
P42412	Genome Annotation
P42420	Genome Annotation
P42430	Genome Annotation
P42443	Genome Annotation
P42588	Genome Annotation
P42632	Genome Annotation
P42784	Genome Annotation
P42919	Genome Annotation
P42920	Genome Annotation
P42924	Genome Annotation
P42974	Genome Annotation
P43261	Genome Annotation
P43891	Genome Annotation
P45359	Genome Annotation
P45395	Genome Annotation
P45425	Genome Annotation
P45451	Genome Annotation
P45500	Genome Annotation
P45523	Genome Annotation
P45545	Genome Annotation
P45577	Genome Annotation
P45578	Genome Annotation
P45596	Genome Annotation
P45618	Genome Annotation
P45693	Genome Annotation
P45694	Genome Annotation
P45740	Genome Annotation
P45742	Genome Annotation
P45744	Genome Annotation
P45745	Genome Annotation
P45758	Genome Annotation
P45848	Genome Annotation
P45905	Genome Annotation
P45913	Genome Annotation
P45931	Genome Annotation
P46215	Genome Annotation
P46318	Genome Annotation
P46323	Genome Annotation
P46327	Genome Annotation
P46338	Genome Annotation
P46343	Genome Annotation
P46353	Genome Annotation
P46354	Genome Annotation
P46469	Genome Annotation
P46787	Genome Annotation
P46837	Genome Annotation
P46889	Genome Annotation
P46898	Genome Annotation
P46899	Genome Annotation
P46916	Genome Annotation
P46917	Genome Annotation
P46922	Genome Annotation
P48372	Genome Annotation
P48576	Genome Annotation
P48949	Genome Annotation
P49057	Genome Annotation
P49433	Genome Annotation
P49814	Genome Annotation
P49978	Genome Annotation
P50308	Genome Annotation
P50456	Genome Annotation
P50610	Genome Annotation
P50620	Genome Annotation
P50735	Genome Annotation
P50736	Genome Annotation
P50831	Genome Annotation
P50840	Genome Annotation
P50848	Genome Annotation
P50849	Genome Annotation
P50863	Genome Annotation
P50866	Genome Annotation
P51024	Genome Annotation
P51831	Genome Annotation
P51833	Genome Annotation
P52042	Genome Annotation
P52046	Genome Annotation
P52143	Genome Annotation
P52208	Genome Annotation
P52231	Genome Annotation
P52415	Genome Annotation
P52688	
P52697	Genome Annotation
P52934	
P52983	Genome Annotation
P53383	Genome Annotation
P53593	Genome Annotation
P54123	Genome Annotation
P54147	Genome Annotation
P54156	Genome Annotation
P54169	Genome Annotation
P54170	Genome Annotation
P54205	Genome Annotation
P54206	Genome Annotation
P54224	Genome Annotation
P54304	Genome Annotation
P54375	Genome Annotation
P54376	Genome Annotation
P54380	Genome Annotation
P54390	Genome Annotation
P54394	Genome Annotation
P54418	Genome Annotation
P54419	Genome Annotation
P54452	Genome Annotation
P54460	Genome Annotation
P54464	Genome Annotation
P54465	Genome Annotation
P54470	Genome Annotation
P54471	Genome Annotation
P54474	Genome Annotation
P54496	Genome Annotation
P54504	Genome Annotation
P54514	Genome Annotation
P54517	Genome Annotation
P54523	Genome Annotation
P54530	Genome Annotation
P54555	Genome Annotation
P54558	Genome Annotation
P54597	Genome Annotation
P54601	Genome Annotation
P54616	Genome Annotation
P54617	Genome Annotation
P54691	Genome Annotation
P54717	Genome Annotation
P54735	Genome Annotation
P54741	Genome Annotation
P54947	Genome Annotation
P55038	Genome Annotation
P55342	Genome Annotation
P55872	Genome Annotation
P55975	Genome Annotation
P55981	Genome Annotation
P55986	Genome Annotation
P55989	Genome Annotation
P55992	Genome Annotation
P56069	Genome Annotation
P56119	Genome Annotation
P56123	Genome Annotation
P56197	Genome Annotation
P56258	Genome Annotation
P56849	Genome Annotation
P56970	Genome Annotation
P57698	Genome Annotation
P58070	Genome Annotation
P58111	Genome Annotation
P58121	Genome Annotation
P58130	Genome Annotation
P58176	Genome Annotation
P58178	Genome Annotation
P58191	Genome Annotation
P58229	Genome Annotation
P58233	Genome Annotation
P58253	Genome Annotation
P58255	Genome Annotation
P58262	Genome Annotation
P58297	Genome Annotation
P58363	Genome Annotation
P58384	Genome Annotation
P58473	Genome Annotation
P58694	Genome Annotation
P58938	Genome Annotation
P59107	Genome Annotation
P59132	Genome Annotation
P59184	Genome Annotation
P59339	Genome Annotation
P59393	Genome Annotation
P59395	Genome Annotation
P59409	Genome Annotation
P59444	Genome Annotation
P59445	Genome Annotation
P59600	Genome Annotation
P59609	Genome Annotation
P59740	Genome Annotation
P59746	Genome Annotation
P60071	Genome Annotation
P60294	Genome Annotation
P60339	Genome Annotation
P60357	Genome Annotation
P60364	Genome Annotation
P60365	Genome Annotation
P60384	Genome Annotation
P60422	Genome Annotation
P60424	Genome Annotation
P60429	Genome Annotation
P60438	Genome Annotation
P60440	Genome Annotation
P60464	Genome Annotation
P60546	Genome Annotation
P60651	Genome Annotation
P60718	Genome Annotation
P60723	Genome Annotation
P60752	Genome Annotation
P60788	Genome Annotation
P60908	Genome Annotation
P60929	Genome Annotation
P61055	Genome Annotation
P61175	Genome Annotation
P61177	Genome Annotation
P61488	Genome Annotation
P61490	Genome Annotation
P61493	Genome Annotation
P61517	Genome Annotation
P61518	Genome Annotation
P61887	Genome Annotation
P61889	Genome Annotation
P62399	Genome Annotation
P62401	Genome Annotation
P62622	Genome Annotation
P62707	Genome Annotation
P62709	Genome Annotation
P62710	Genome Annotation
P62768	Genome Annotation
P62769	Genome Annotation
P62771	Genome Annotation
P63020	Genome Annotation
P63022	Genome Annotation
P63180	Genome Annotation
P63224	Genome Annotation
P63284	Genome Annotation
P63285	Genome Annotation
P63390	Genome Annotation
P63610	Genome Annotation
P63634	Genome Annotation
P63737	Genome Annotation
P64074	Genome Annotation
P64149	Genome Annotation
P64258	Genome Annotation
P64451	Genome Annotation
P64455	Genome Annotation
P64463	Genome Annotation
P64469	Genome Annotation
P64490	Genome Annotation
P64581	Genome Annotation
P64584	Genome Annotation
P64611	Genome Annotation
P65330	Genome Annotation
P66025	Genome Annotation
P66042	Genome Annotation
P66054	Genome Annotation
P66072	Genome Annotation
P66125	Genome Annotation
P66166	Genome Annotation
P66221	Genome Annotation
P66330	Genome Annotation
P66372	Genome Annotation
P66383	Genome Annotation
P66484	Genome Annotation
P66503	Genome Annotation
P66607	Genome Annotation
P66608	Genome Annotation
P66611	Genome Annotation
P66699	Genome Annotation
P66794	Genome Annotation
P66808	Genome Annotation
P67080	Genome Annotation
P67176	Genome Annotation
P67911	Genome Annotation
P68066	Genome Annotation
P68067	Genome Annotation
P68187	Genome Annotation
P68191	Genome Annotation
P68206	Genome Annotation
P68567	Genome Annotation
P68571	Genome Annotation
P68575	Genome Annotation
P68579	Genome Annotation
P68681	Genome Annotation
P68685	Genome Annotation
P68918	Genome Annotation
P69222	Genome Annotation
P69224	Genome Annotation
P69227	Genome Annotation
P69409	Genome Annotation
P69410	Genome Annotation
P69428	Genome Annotation
P69441	Genome Annotation
P69503	Genome Annotation
P69776	Genome Annotation
P69783	Genome Annotation
P69786	Genome Annotation
P69791	Genome Annotation
P69795	Genome Annotation
P69797	Genome Annotation
P69799	Genome Annotation
P69807	Genome Annotation
P69811	Genome Annotation
P69824	Genome Annotation
P69828	Genome Annotation
P69829	Genome Annotation
P69908	Genome Annotation
P69910	Genome Annotation
P69911	Genome Annotation
P69913	Genome Annotation
P69915	Genome Annotation
P69923	Genome Annotation
P69925	Genome Annotation
P70949	Genome Annotation
P70974	Genome Annotation
P70976	Genome Annotation
P70996	Genome Annotation
P71005	Genome Annotation
P71012	Genome Annotation
P71021	Genome Annotation
P71035	Genome Annotation
P71036	Genome Annotation
P71051	Genome Annotation
P71055	Genome Annotation
P71067	Genome Annotation
P71073	Genome Annotation
P71083	Genome Annotation
P71086	Genome Annotation
P71088	Genome Annotation
P71104	Genome Annotation
P71447	Genome Annotation
P71590	Genome Annotation
P71594	Genome Annotation
P71599	Genome Annotation
P71622	Genome Annotation
P71635	Genome Annotation
P71640	Genome Annotation
P71658	Genome Annotation
P71668	Genome Annotation
P71699	Genome Annotation
P71707	Genome Annotation
P71737	Genome Annotation
P71738	Genome Annotation
P71741	Genome Annotation
P71792	Genome Annotation
P71890	Genome Annotation
P71897	Genome Annotation
P71977	Genome Annotation
P72062	Genome Annotation
P72151	Genome Annotation
P72584	Genome Annotation
P72585	
P72619	
P72641	Genome Annotation
P72648	Genome Annotation
P72655	Genome Annotation
P72656	Genome Annotation
P72659	Genome Annotation
P72661	
P72673	Genome Annotation
P72674	
P72689	Genome Annotation
P72697	
P72705	Genome Annotation
P72706	
P72721	Genome Annotation
P72723	Genome Annotation
P72738	
P72746	
P72747	
P72748	
P72756	
P72757	
P72758	
P72760	Genome Annotation
P72761	Genome Annotation
P72781	
P72788	
P72791	
P72797	Genome Annotation
P72805	
P72815	
P72827	Genome Annotation
P72835	Genome Annotation
P72845	
P72849	Genome Annotation
P72854	Genome Annotation
P72864	
P72866	Genome Annotation
P72870	Genome Annotation
P72871	Genome Annotation
P72877	
P72878	
P72884	
P72899	
P72932	
P72937	
P72940	Genome Annotation
P72954	
P72965	Genome Annotation
P72990	
P72998	
P73008	
P73010	
P73020	
P73035	
P73040	
P73053	Genome Annotation
P73067	Genome Annotation
P73091	
P73093	
P73117	
P73120	
P73122	
P73127	Genome Annotation
P73152	Genome Annotation
P73153	
P73154	
P73173	
P73193	
P73202	Genome Annotation
P73203	Genome Annotation
P73204	Genome Annotation
P73207	
P73210	
P73218	
P73240	
P73243	
P73253	
P73257	Genome Annotation
P73273	
P73274	Genome Annotation
P73282	
P73290	Genome Annotation
P73292	Genome Annotation
P73294	Genome Annotation
P73299	Genome Annotation
P73304	Genome Annotation
P73305	Genome Annotation
P73307	Genome Annotation
P73308	Genome Annotation
P73314	Genome Annotation
P73315	Genome Annotation
P73317	Genome Annotation
P73318	Genome Annotation
P73321	Genome Annotation
P73334	Genome Annotation
P73370	
P73374	Genome Annotation
P73375	
P73376	Genome Annotation
P73380	
P73393	
P73404	
P73409	
P73411	Genome Annotation
P73412	Genome Annotation
P73418	Genome Annotation
P73419	
P73451	Genome Annotation
P73452	Genome Annotation
P73455	Genome Annotation
P73458	
P73469	Genome Annotation
P73487	
P73488	
P73501	
P73505	Genome Annotation
P73530	Genome Annotation
P73534	Genome Annotation
P73545	Genome Annotation
P73552	
P73553	Genome Annotation
P73563	
P73580	Genome Annotation
P73581	
P73583	
P73589	
P73592	
P73596	
P73597	
P73607	
P73609	
P73617	Genome Annotation
P73632	Genome Annotation
P73648	Genome Annotation
P73652	
P73654	
P73701	
P73704	
P73705	
P73707	
P73721	
P73722	Genome Annotation
P73728	Genome Annotation
P73736	
P73746	
P73755	Genome Annotation
P73765	
P73801	Genome Annotation
P73810	Genome Annotation
P73821	Genome Annotation
P73823	
P73824	Genome Annotation
P73826	Genome Annotation
P73833	Genome Annotation
P73834	
P73849	Genome Annotation
P73866	Genome Annotation
P73867	Genome Annotation
P73876	
P73886	
P73922	Genome Annotation
P73926	
P73930	Genome Annotation
P73933	Genome Annotation
P73953	
P73954	Genome Annotation
P73960	Genome Annotation
P73973	
P73982	
P73985	
P73998	
P74002	Genome Annotation
P74007	Genome Annotation
P74020	
P74027	
P74044	
P74057	
P74074	
P74078	Genome Annotation
P74102	Genome Annotation
P74106	Genome Annotation
P74122	Genome Annotation
P74126	Genome Annotation
P74135	
P74142	Genome Annotation
P74153	
P74157	
P74175	
P74176	
P74182	
P74184	
P74186	
P74189	
P74195	
P74210	
P74214	Genome Annotation
P74216	
P74226	Genome Annotation
P74227	Genome Annotation
P74229	Genome Annotation
P74230	Genome Annotation
P74233	
P74236	
P74241	Genome Annotation
P74242	
P74251	
P74275	
P74281	
P74282	
P74296	Genome Annotation
P74297	Genome Annotation
P74299	Genome Annotation
P74305	
P74308	Genome Annotation
P74309	Genome Annotation
P74314	
P74326	
P74334	Genome Annotation
P74335	
P74339	
P74350	
P74352	Genome Annotation
P74360	Genome Annotation
P74361	Genome Annotation
P74390	
P74409	Genome Annotation
P74413	
P74419	
P74421	Genome Annotation
P74426	
P74427	
P74433	
P74444	
P74447	
P74448	
P74450	
P74451	
P74457	Genome Annotation
P74461	
P74463	
P74466	Genome Annotation
P74474	
P74485	
P74486	
P74494	Genome Annotation
P74499	
P74503	Genome Annotation
P74507	Genome Annotation
P74510	
P74512	
P74518	Genome Annotation
P74534	
P74537	
P74541	
P74551	Genome Annotation
P74566	
P74572	Genome Annotation
P74582	Genome Annotation
P74618	Genome Annotation
P74640	
P74643	
P74658	
P74662	Genome Annotation
P74667	Genome Annotation
P74682	
P74689	Genome Annotation
P74690	Genome Annotation
P74694	
P74698	
P74702	
P74713	
P74720	
P74729	
P74737	Genome Annotation
P74739	Genome Annotation
P74745	Genome Annotation
P74747	
P74749	
P74754	
P74769	
P74772	
P74776	
P74781	
P75033	Genome Annotation
P75039	Genome Annotation
P75049	Genome Annotation
P75050	Genome Annotation
P75061	Genome Annotation
P75080	Genome Annotation
P75089	Genome Annotation
P75090	Genome Annotation
P75093	Genome Annotation
P75120	Genome Annotation
P75136	Genome Annotation
P75159	Genome Annotation
P75161	Genome Annotation
P75170	Genome Annotation
P75172	Genome Annotation
P75187	Genome Annotation
P75205	Genome Annotation
P75206	Genome Annotation
P75207	Genome Annotation
P75223	Genome Annotation
P75231	Genome Annotation
P75245	Genome Annotation
P75250	Genome Annotation
P75258	Genome Annotation
P75264	Genome Annotation
P75271	Genome Annotation
P75277	Genome Annotation
P75293	Genome Annotation
P75301	Genome Annotation
P75309	Genome Annotation
P75310	Genome Annotation
P75313	Genome Annotation
P75344	Genome Annotation
P75353	Genome Annotation
P75354	Genome Annotation
P75358	Genome Annotation
P75359	Genome Annotation
P75376	Genome Annotation
P75386	Genome Annotation
P75390	Genome Annotation
P75393	Genome Annotation
P75394	Genome Annotation
P75426	Genome Annotation
P75465	Genome Annotation
P75469	Genome Annotation
P75470	Genome Annotation
P75482	Genome Annotation
P75493	Genome Annotation
P75497	Genome Annotation
P75512	Genome Annotation
P75518	Genome Annotation
P75525	Genome Annotation
P75526	Genome Annotation
P75533	Genome Annotation
P75542	Genome Annotation
P75543	Genome Annotation
P75560	Genome Annotation
P75569	Genome Annotation
P75575	Genome Annotation
P75591	Genome Annotation
P75691	Genome Annotation
P75694	Genome Annotation
P75736	Genome Annotation
P75809	Genome Annotation
P75818	Genome Annotation
P75821	Genome Annotation
P75949	Genome Annotation
P76001	Genome Annotation
P76014	Genome Annotation
P76015	Genome Annotation
P76072	Genome Annotation
P76143	Genome Annotation
P76182	Genome Annotation
P76194	Genome Annotation
P76268	Genome Annotation
P76290	Genome Annotation
P76387	Genome Annotation
P76396	Genome Annotation
P76398	Genome Annotation
P76402	Genome Annotation
P76536	Genome Annotation
P76541	Genome Annotation
P76552	Genome Annotation
P76558	Genome Annotation
P76576	Genome Annotation
P77172	Genome Annotation
P77173	Genome Annotation
P77285	Genome Annotation
P77318	Genome Annotation
P77365	Genome Annotation
P77376	Genome Annotation
P77395	Genome Annotation
P77402	Genome Annotation
P77504	Genome Annotation
P77510	Genome Annotation
P77522	Genome Annotation
P77552	Genome Annotation
P77554	Genome Annotation
P77598	Genome Annotation
P77625	Genome Annotation
P77627	Genome Annotation
P77650	Genome Annotation
P77674	Genome Annotation
P77756	Genome Annotation
P77804	Genome Annotation
P77961	Genome Annotation
P77962	Genome Annotation
P77965	Genome Annotation
P77968	Genome Annotation
P77970	
P77972	Genome Annotation
P77973	Genome Annotation
P78010	Genome Annotation
P78012	Genome Annotation
P78018	Genome Annotation
P78022	Genome Annotation
P78027	Genome Annotation
P78028	Genome Annotation
P78032	Genome Annotation
P78285	Genome Annotation
P80046	Genome Annotation
P80239	Genome Annotation
P80240	Genome Annotation
P80244	Genome Annotation
P80505	Genome Annotation
P80507	Genome Annotation
P80643	Genome Annotation
P80698	Genome Annotation
P80700	Genome Annotation
P80858	Genome Annotation
P80859	Genome Annotation
P80860	Genome Annotation
P80865	Genome Annotation
P80866	Genome Annotation
P80868	Genome Annotation
P80870	Genome Annotation
P80871	Genome Annotation
P80875	Genome Annotation
P80877	Genome Annotation
P80879	Genome Annotation
P80885	Genome Annotation
P80886	Genome Annotation
P80918	
P80920	
P80921	
P80922	
P80923	Genome Annotation
P81100	Genome Annotation
P81101	Genome Annotation
P81102	Genome Annotation
P81181	Genome Annotation
P94335	Genome Annotation
P94360	Genome Annotation
P94364	Genome Annotation
P94400	Genome Annotation
P94409	Genome Annotation
P94417	Genome Annotation
P94425	Genome Annotation
P94459	Genome Annotation
P94521	Genome Annotation
P94534	Genome Annotation
P94538	Genome Annotation
P94547	Genome Annotation
P94549	Genome Annotation
P94565	Genome Annotation
P94592	Genome Annotation
P94996	Genome Annotation
P95017	Genome Annotation
P95029	Genome Annotation
P95032	Genome Annotation
P95034	Genome Annotation
P95087	Genome Annotation
P95090	Genome Annotation
P95125	Genome Annotation
P95137	Genome Annotation
P95144	Genome Annotation
P95172	Genome Annotation
P95185	Genome Annotation
P95186	Genome Annotation
P95189	Genome Annotation
P95197	Genome Annotation
P95217	Genome Annotation
P95225	Genome Annotation
P95257	Genome Annotation
P95290	Genome Annotation
P95690	Genome Annotation
P95691	Genome Annotation
P95867	Genome Annotation
P95871	Genome Annotation
P95879	Genome Annotation
P95907	Genome Annotation
P95931	Genome Annotation
P95949	Genome Annotation
P95957	Genome Annotation
P95968	Genome Annotation
P95970	Genome Annotation
P95979	Genome Annotation
P95980	Genome Annotation
P95991	Genome Annotation
P96041	Genome Annotation
P96076	Genome Annotation
P96217	Genome Annotation
P96218	Genome Annotation
P96258	Genome Annotation
P96267	Genome Annotation
P96270	Genome Annotation
P96271	Genome Annotation
P96284	Genome Annotation
P96285	Genome Annotation
P96288	Genome Annotation
P96291	Genome Annotation
P96353	Genome Annotation
P96356	Genome Annotation
P96374	Genome Annotation
P96396	Genome Annotation
P96399	Genome Annotation
P96404	Genome Annotation
P96409	Genome Annotation
P96502	Genome Annotation
P96585	Genome Annotation
P96596	Genome Annotation
P96611	Genome Annotation
P96613	Genome Annotation
P96615	Genome Annotation
P96619	Genome Annotation
P96625	Genome Annotation
P96679	Genome Annotation
P96683	Genome Annotation
P96686	Genome Annotation
P96692	Genome Annotation
P96701	Genome Annotation
P96716	Genome Annotation
P96718	Genome Annotation
P96722	Genome Annotation
P96805	Genome Annotation
P96812	Genome Annotation
P96824	Genome Annotation
P96868	Genome Annotation
P96872	Genome Annotation
P96874	Genome Annotation
P96876	Genome Annotation
P96877	Genome Annotation
P96878	Genome Annotation
P96890	Genome Annotation
P96923	Genome Annotation
P97152	
P99175	Genome Annotation
P9WF13	Genome Annotation
P9WF14	Genome Annotation
P9WF15	Genome Annotation
P9WF19	Genome Annotation
P9WF23	Genome Annotation
P9WF27	Genome Annotation
P9WF29	Genome Annotation
P9WF45	Genome Annotation
P9WFB1	Genome Annotation
P9WFC9	Genome Annotation
P9WFD3	Genome Annotation
P9WFD7	Genome Annotation
P9WFD9	Genome Annotation
P9WFG2	Genome Annotation
P9WFG3	Genome Annotation
P9WFG9	Genome Annotation
P9WFH5	Genome Annotation
P9WFH7	Genome Annotation
P9WFI4	Genome Annotation
P9WFI5	Genome Annotation
P9WFK0	Genome Annotation
P9WFK9	Genome Annotation
P9WFL3	Genome Annotation
P9WFM7	Genome Annotation
P9WFN1	Genome Annotation
P9WFQ0	Genome Annotation
P9WFQ1	Genome Annotation
P9WFR1	Genome Annotation
P9WFS2	Genome Annotation
P9WFS3	Genome Annotation
P9WFW9	Genome Annotation
P9WFX5	Genome Annotation
P9WFX7	Genome Annotation
P9WFZ1	Genome Annotation
P9WFZ7	Genome Annotation
P9WG05	Genome Annotation
P9WG17	Genome Annotation
P9WG33	Genome Annotation
P9WG38	Genome Annotation
P9WG39	Genome Annotation
P9WG45	Genome Annotation
P9WG47	Genome Annotation
P9WG48	Genome Annotation
P9WG49	Genome Annotation
P9WG74	Genome Annotation
P9WG75	Genome Annotation
P9WG86	Genome Annotation
P9WG87	Genome Annotation
P9WGA0	Genome Annotation
P9WGA1	Genome Annotation
P9WGC3	Genome Annotation
P9WGC7	Genome Annotation
P9WGD5	Genome Annotation
P9WGD8	Genome Annotation
P9WGD9	Genome Annotation
P9WGE1	Genome Annotation
P9WGE7	Genome Annotation
P9WGF2	Genome Annotation
P9WGF3	Genome Annotation
P9WGF9	Genome Annotation
P9WGG5	Genome Annotation
P9WGH8	Genome Annotation
P9WGH9	Genome Annotation
P9WGI1	Genome Annotation
P9WGJ3	Genome Annotation
P9WGJ4	Genome Annotation
P9WGJ5	Genome Annotation
P9WGK1	Genome Annotation
P9WGK3	Genome Annotation
P9WGK4	Genome Annotation
P9WGK5	Genome Annotation
P9WGK8	Genome Annotation
P9WGK9	Genome Annotation
P9WGL3	Genome Annotation
P9WGL5	Genome Annotation
P9WGL7	Genome Annotation
P9WGL9	Genome Annotation
P9WGM0	Genome Annotation
P9WGM1	Genome Annotation
P9WGM3	Genome Annotation
P9WGM5	Genome Annotation
P9WGM7	Genome Annotation
P9WGM9	Genome Annotation
P9WGN1	Genome Annotation
P9WGN7	Genome Annotation
P9WGN8	Genome Annotation
P9WGN9	Genome Annotation
P9WGP5	Genome Annotation
P9WGQ1	Genome Annotation
P9WGR0	Genome Annotation
P9WGR1	Genome Annotation
P9WGR9	Genome Annotation
P9WGS1	Genome Annotation
P9WGT2	Genome Annotation
P9WGT3	Genome Annotation
P9WGT9	Genome Annotation
P9WGV2	Genome Annotation
P9WGV3	Genome Annotation
P9WGY8	Genome Annotation
P9WGY9	Genome Annotation
P9WGZ1	Genome Annotation
P9WH05	Genome Annotation
P9WH07	Genome Annotation
P9WH34	Genome Annotation
P9WH35	Genome Annotation
P9WH37	Genome Annotation
P9WH41	Genome Annotation
P9WH42	Genome Annotation
P9WH43	Genome Annotation
P9WH45	Genome Annotation
P9WH48	Genome Annotation
P9WH49	Genome Annotation
P9WH51	Genome Annotation
P9WH53	Genome Annotation
P9WH82	Genome Annotation
P9WH83	Genome Annotation
P9WH87	Genome Annotation
P9WHA1	Genome Annotation
P9WHA7	Genome Annotation
P9WHB3	Genome Annotation
P9WHB7	Genome Annotation
P9WHC1	Genome Annotation
P9WHC7	Genome Annotation
P9WHD1	Genome Annotation
P9WHD2	Genome Annotation
P9WHD3	Genome Annotation
P9WHE0	Genome Annotation
P9WHE1	Genome Annotation
P9WHF3	Genome Annotation
P9WHG1	Genome Annotation
P9WHG9	Genome Annotation
P9WHI9	Genome Annotation
P9WHJ5	Genome Annotation
P9WHK5	Genome Annotation
P9WHK7	Genome Annotation
P9WHM1	Genome Annotation
P9WHN5	Genome Annotation
P9WHP5	Genome Annotation
P9WHQ1	Genome Annotation
P9WHR1	Genome Annotation
P9WHS1	Genome Annotation
P9WHT2	Genome Annotation
P9WHT3	Genome Annotation
P9WHU1	Genome Annotation
P9WHU7	Genome Annotation
P9WHV0	Genome Annotation
P9WHV1	Genome Annotation
P9WHV7	Genome Annotation
P9WHW3	Genome Annotation
P9WHW5	Genome Annotation
P9WI27	Genome Annotation
P9WI41	Genome Annotation
P9WI47	Genome Annotation
P9WI48	Genome Annotation
P9WI49	Genome Annotation
P9WI55	Genome Annotation
P9WI62	Genome Annotation
P9WI63	Genome Annotation
P9WI64	Genome Annotation
P9WI65	Genome Annotation
P9WI66	Genome Annotation
P9WI67	Genome Annotation
P9WI69	Genome Annotation
P9WI70	Genome Annotation
P9WI71	Genome Annotation
P9WI72	Genome Annotation
P9WI73	Genome Annotation
P9WI74	Genome Annotation
P9WI75	Genome Annotation
P9WI76	Genome Annotation
P9WI77	Genome Annotation
P9WI78	Genome Annotation
P9WI79	Genome Annotation
P9WI80	Genome Annotation
P9WI81	Genome Annotation
P9WI82	Genome Annotation
P9WI83	Genome Annotation
P9WIA1	Genome Annotation
P9WIC5	Genome Annotation
P9WIC7	Genome Annotation
P9WID5	Genome Annotation
P9WIE3	Genome Annotation
P9WIE5	Genome Annotation
P9WIF8	Genome Annotation
P9WIF9	Genome Annotation
P9WIG1	Genome Annotation
P9WIG4	
P9WIG5	Genome Annotation
P9WIH2	Genome Annotation
P9WIH3	Genome Annotation
P9WII8	Genome Annotation
P9WII9	Genome Annotation
P9WIJ9	Genome Annotation
P9WIM7	Genome Annotation
P9WIM9	Genome Annotation
P9WIN1	Genome Annotation
P9WIP3	Genome Annotation
P9WIP7	Genome Annotation
P9WIP9	Genome Annotation
P9WIR7	Genome Annotation
P9WIS5	Genome Annotation
P9WIT2	Genome Annotation
P9WIT3	Genome Annotation
P9WIT5	Genome Annotation
P9WIU9	Genome Annotation
P9WIW3	Genome Annotation
P9WIW7	Genome Annotation
P9WIX7	Genome Annotation
P9WIZ7	Genome Annotation
P9WIZ9	Genome Annotation
P9WJ07	Genome Annotation
P9WJ09	Genome Annotation
P9WJ41	Genome Annotation
P9WJ68	Genome Annotation
P9WJ69	Genome Annotation
P9WJ85	Genome Annotation
P9WJ94	Genome Annotation
P9WJ95	Genome Annotation
P9WJ96	Genome Annotation
P9WJ97	Genome Annotation
P9WJA3	Genome Annotation
P9WJA8	Genome Annotation
P9WJA9	Genome Annotation
P9WJB5	Genome Annotation
P9WJB7	Genome Annotation
P9WJB9	Genome Annotation
P9WJC3	Genome Annotation
P9WJC4	Genome Annotation
P9WJC5	Genome Annotation
P9WJD9	Genome Annotation
P9WJG3	Genome Annotation
P9WJG5	Genome Annotation
P9WJH6	Genome Annotation
P9WJH7	Genome Annotation
P9WJK2	Genome Annotation
P9WJK3	Genome Annotation
P9WJL7	Genome Annotation
P9WJM3	Genome Annotation
P9WJP1	Genome Annotation
P9WJQ7	Genome Annotation
P9WJQ9	Genome Annotation
P9WJR9	Genome Annotation
P9WJT0	Genome Annotation
P9WJT1	Genome Annotation
P9WJT8	Genome Annotation
P9WJT9	Genome Annotation
P9WJU0	Genome Annotation
P9WJU1	Genome Annotation
P9WJV4	Genome Annotation
P9WJV5	Genome Annotation
P9WJX5	Genome Annotation
P9WJY9	Genome Annotation
P9WK07	Genome Annotation
P9WK13	Genome Annotation
P9WK17	Genome Annotation
P9WK24	Genome Annotation
P9WK25	Genome Annotation
P9WK46	Genome Annotation
P9WK47	Genome Annotation
P9WK55	Genome Annotation
P9WK87	Genome Annotation
P9WK89	Genome Annotation
P9WK93	Genome Annotation
P9WK95	Genome Annotation
P9WK99	Genome Annotation
P9WKA4	Genome Annotation
P9WKA5	Genome Annotation
P9WKD0	Genome Annotation
P9WKD1	Genome Annotation
P9WKD3	Genome Annotation
P9WKD9	Genome Annotation
P9WKE5	Genome Annotation
P9WKE8	Genome Annotation
P9WKE9	Genome Annotation
P9WKF4	Genome Annotation
P9WKF5	Genome Annotation
P9WKG3	Genome Annotation
P9WKH1	Genome Annotation
P9WKH5	Genome Annotation
P9WKI3	Genome Annotation
P9WKK3	Genome Annotation
P9WKL9	Genome Annotation
P9WKM1	Genome Annotation
P9WKP5	Genome Annotation
P9WKQ4	Genome Annotation
P9WKQ5	Genome Annotation
P9WKR5	Genome Annotation
P9WKS5	Genome Annotation
P9WKT1	Genome Annotation
P9WKT7	Genome Annotation
P9WKU2	Genome Annotation
P9WKU3	Genome Annotation
P9WKV6	Genome Annotation
P9WKV7	Genome Annotation
P9WKV9	Genome Annotation
P9WKW5	Genome Annotation
P9WKX3	Genome Annotation
P9WKZ5	Genome Annotation
P9WL07	Genome Annotation
P9WL15	Genome Annotation
P9WL20	Genome Annotation
P9WL21	Genome Annotation
P9WL61	Genome Annotation
P9WL91	Genome Annotation
P9WLH5	Genome Annotation
P9WLI1	Genome Annotation
P9WLI5	Genome Annotation
P9WLI8	Genome Annotation
P9WLI9	Genome Annotation
P9WLK1	Genome Annotation
P9WLK3	Genome Annotation
P9WLK5	Genome Annotation
P9WLM1	Genome Annotation
