Protein	Accession	Accession.id
A0A0E0UHQ8	SinmeB_3359	http://ensemblgenomes.org/id/SinmeB_3359
A0A0E0UHT8	SinmeB_3286	http://ensemblgenomes.org/id/SinmeB_3286
A0A0E0UHU9	SinmeB_3347	http://ensemblgenomes.org/id/SinmeB_3347
A0A0E0UHV7	SinmeB_3357	http://ensemblgenomes.org/id/SinmeB_3357
A0A0E0UI25	SinmeB_3429	http://ensemblgenomes.org/id/SinmeB_3429
A0A0E0UI36	SinmeB_3392	http://ensemblgenomes.org/id/SinmeB_3392
A0A0E0UIH3	SinmeB_3348	http://ensemblgenomes.org/id/SinmeB_3348
A0A0E0UII0	SinmeB_3164	http://ensemblgenomes.org/id/SinmeB_3164
A0A0E0UIQ4	SinmeB_3455	http://ensemblgenomes.org/id/SinmeB_3455
A0A0E0UJ54	SinmeB_5455	http://ensemblgenomes.org/id/SinmeB_5455
A0A0E0UJ98	SinmeB_5464	http://ensemblgenomes.org/id/SinmeB_5464
A0A0E0UJC1	SinmeB_5276	http://ensemblgenomes.org/id/SinmeB_5276
A0A0E0UKM9	SinmeB_6036	http://ensemblgenomes.org/id/SinmeB_6036
A0A0E0UKN7	SinmeB_6032	http://ensemblgenomes.org/id/SinmeB_6032
A0A0E0UKP1	SinmeB_6039	http://ensemblgenomes.org/id/SinmeB_6039
A0A0E0UKY1	SinmeB_5944;SinmeB_5982	http://ensemblgenomes.org/id/SinmeB_5944;http://ensemblgenomes.org/id/SinmeB_5982
A0A0E0UL81	SinmeB_6284	http://ensemblgenomes.org/id/SinmeB_6284
A0A0E0ULB5	SinmeB_6301	http://ensemblgenomes.org/id/SinmeB_6301
A0A0E0ULH8	SinmeB_6031	http://ensemblgenomes.org/id/SinmeB_6031
A0A0E0UN93	SinmeB_3627	http://ensemblgenomes.org/id/SinmeB_3627
A0A0E0UN97	SinmeB_3814	http://ensemblgenomes.org/id/SinmeB_3814
A0A0E0UNG4	SinmeB_3831	http://ensemblgenomes.org/id/SinmeB_3831
A0A0E0UNJ4	SinmeB_3924	http://ensemblgenomes.org/id/SinmeB_3924
A0A0E0UNP3	SinmeB_3666	http://ensemblgenomes.org/id/SinmeB_3666
A0A0E0UPG1	SinmeB_4228	http://ensemblgenomes.org/id/SinmeB_4228
A0A0E0UPL1	SinmeB_4135	http://ensemblgenomes.org/id/SinmeB_4135
A0A0E0UPR3	SinmeB_4189	http://ensemblgenomes.org/id/SinmeB_4189
A0A0E0UPR9	SinmeB_4375	http://ensemblgenomes.org/id/SinmeB_4375
A0A0E0UPX2	SinmeB_4225	http://ensemblgenomes.org/id/SinmeB_4225
A0A0E0UQ72	SinmeB_4504	http://ensemblgenomes.org/id/SinmeB_4504
A0A0E0UQG5	SinmeB_4421	http://ensemblgenomes.org/id/SinmeB_4421
A0A0E0URT6	SinmeB_4880	http://ensemblgenomes.org/id/SinmeB_4880
A0A0E0UW41	LMM7_1667	http://ensemblgenomes.org/id/LMM7_1667
A0A0E0UWC2	LMM7_1656	http://ensemblgenomes.org/id/LMM7_1656
A0A0E1EET6	EN72_00255;RDF_0017;AX245_06090	http://ensemblgenomes.org/id/EN72_00255;http://ensemblgenomes.org/id/RDF_0017;http://ensemblgenomes.org/id/AX245_06090
A0A0E1EL42	EN72_04380;RDF_0739;ERS039640_00604;WA34_17035;AX245_05335	http://ensemblgenomes.org/id/EN72_04380;http://ensemblgenomes.org/id/RDF_0739;http://ensemblgenomes.org/id/ERS039640_00604;http://ensemblgenomes.org/id/WA34_17035;http://ensemblgenomes.org/id/AX245_05335
A0A0E1EN14	EN72_05955;RDF_1063;AX245_05835	http://ensemblgenomes.org/id/EN72_05955;http://ensemblgenomes.org/id/RDF_1063;http://ensemblgenomes.org/id/AX245_05835
A0A0E1R974	BN389_02370	http://ensemblgenomes.org/id/BN389_02370
A0A0E1Y3Q6	NT04LM_2565	http://ensemblgenomes.org/id/NT04LM_2565
A0A0E2CSW4	LEP1GSC087_1610	http://ensemblgenomes.org/id/LEP1GSC087_1610
A0A0E2D3A7	LEP1GSC105_4513	http://ensemblgenomes.org/id/LEP1GSC105_4513
A0A0E3CNN1	NP51_03000;PY91_07990;PY63_07995	http://ensemblgenomes.org/id/NP51_03000;http://ensemblgenomes.org/id/PY91_07990;http://ensemblgenomes.org/id/PY63_07995
A0A0E3CRJ7	NP51_03440;PY66_01060;PY91_02245;PY63_06890	http://ensemblgenomes.org/id/NP51_03440;http://ensemblgenomes.org/id/PY66_01060;http://ensemblgenomes.org/id/PY91_02245;http://ensemblgenomes.org/id/PY63_06890
A0A0F0JYS2	AGG09_28190;BCB67_06770	http://ensemblgenomes.org/id/AGG09_28190;http://ensemblgenomes.org/id/BCB67_06770
A0A0F6P9K5		
A0A0G2PF30	BCG_0027c;BCG_3979c	http://ensemblgenomes.org/id/BCG_0027c;http://ensemblgenomes.org/id/BCG_3979c
A0A0G2Q9D4	BCG_0002;BCG_0032	http://ensemblgenomes.org/id/BCG_0002;http://ensemblgenomes.org/id/BCG_0032
A0A0G2Q9D8	BCG_0007;BCG_0037	http://ensemblgenomes.org/id/BCG_0007;http://ensemblgenomes.org/id/BCG_0037
A0A0G2Q9E8	BCG_0023c;BCG_3975c	http://ensemblgenomes.org/id/BCG_0023c;http://ensemblgenomes.org/id/BCG_3975c
A0A0G2Q9E9	BCG_0024c;BCG_3976c	http://ensemblgenomes.org/id/BCG_0024c;http://ensemblgenomes.org/id/BCG_3976c
A0A0G2Q9F8	BCG_0006;BCG_0036	http://ensemblgenomes.org/id/BCG_0006;http://ensemblgenomes.org/id/BCG_0036
A0A0G2Q9F9	BCG_0008c;BCG_0038c	http://ensemblgenomes.org/id/BCG_0008c;http://ensemblgenomes.org/id/BCG_0038c
A0A0G2Q9G0	BCG_0009;BCG_0039	http://ensemblgenomes.org/id/BCG_0009;http://ensemblgenomes.org/id/BCG_0039
A0A0G2Q9H1	BCG_3241;BCG_3334	http://ensemblgenomes.org/id/BCG_3241;http://ensemblgenomes.org/id/BCG_3334
A0A0G2Q9H2	BCG_3242;BCG_3335	http://ensemblgenomes.org/id/BCG_3242;http://ensemblgenomes.org/id/BCG_3335
A0A0G2Q9I7	BCG_3257;BCG_3350	http://ensemblgenomes.org/id/BCG_3257;http://ensemblgenomes.org/id/BCG_3350
A0A0G2Q9K0	BCG_3330c;BCG_3366c	http://ensemblgenomes.org/id/BCG_3330c;http://ensemblgenomes.org/id/BCG_3366c
A0A0G2Q9L2	BCG_3251c;BCG_3344c	http://ensemblgenomes.org/id/BCG_3251c;http://ensemblgenomes.org/id/BCG_3344c
A0A0G2Q9N7	BCG_0019;BCG_3971	http://ensemblgenomes.org/id/BCG_0019;http://ensemblgenomes.org/id/BCG_3971
A0A0G2Q9N9	BCG_0021;BCG_3973	http://ensemblgenomes.org/id/BCG_0021;http://ensemblgenomes.org/id/BCG_3973
A0A0H0YCP0	AOG25_00450	http://ensemblgenomes.org/id/AOG25_00450
A0A0H0YG72	AOG25_18800	http://ensemblgenomes.org/id/AOG25_18800
A0A0H0YGD0	AOG25_03375	http://ensemblgenomes.org/id/AOG25_03375
A0A0H1NRE3	RDF_1598;BBP08_00390;ERS039640_00090;WA34_07475	http://ensemblgenomes.org/id/RDF_1598;http://ensemblgenomes.org/id/BBP08_00390;http://ensemblgenomes.org/id/ERS039640_00090;http://ensemblgenomes.org/id/WA34_07475
A0A0H1XJQ7	WA00_02355;WA04_04790;VZ99_07710	http://ensemblgenomes.org/id/WA00_02355;http://ensemblgenomes.org/id/WA04_04790;http://ensemblgenomes.org/id/VZ99_07710
A0A0H2UQ40	SP_1084	http://ensemblgenomes.org/id/SP_1084
A0A0H2USC0	SF_p0054	http://ensemblgenomes.org/id/SF_p0054
A0A0H2USF2	SF_p0080;SF0320;S2011	http://ensemblgenomes.org/id/SF_p0080;http://ensemblgenomes.org/id/SF0320;http://ensemblgenomes.org/id/S2011
A0A0H2USF3	SF_p0040;SF_p0066;SF1921	http://ensemblgenomes.org/id/SF_p0040;http://ensemblgenomes.org/id/SF_p0066;http://ensemblgenomes.org/id/SF1921
A0A0H2USG1	SF_p0265	http://ensemblgenomes.org/id/SF_p0265
A0A0H2USH9	SF_p0231	http://ensemblgenomes.org/id/SF_p0231
A0A0H2USM2	SF_p0204	http://ensemblgenomes.org/id/SF_p0204
A0A0H2USP0	SF_p0117	http://ensemblgenomes.org/id/SF_p0117
A0A0H2USP5	SF_p0213	http://ensemblgenomes.org/id/SF_p0213
A0A0H2USS8	SF_p0112	http://ensemblgenomes.org/id/SF_p0112
A0A0H2UWW5		
A0A0H2UWZ6		
A0A0H2UX03	SF0115	http://ensemblgenomes.org/id/SF0115
A0A0H2UX23	SF0227;SF1050;S0249	http://ensemblgenomes.org/id/SF0227;http://ensemblgenomes.org/id/SF1050;http://ensemblgenomes.org/id/S0249
A0A0H2UX29		
A0A0H2UX95		
A0A0H2UXE8		
A0A0H2UXR4		
A0A0H2UXU2		
A0A0H2UXV0		
A0A0H2UXW2		
A0A0H2UY03	SF0722	http://ensemblgenomes.org/id/SF0722
A0A0H2UY50	SF0797;S0840	http://ensemblgenomes.org/id/SF0797;http://ensemblgenomes.org/id/S0840
A0A0H2UY62		
A0A0H2UY65		
A0A0H2UY89		
A0A0H2UY99	SF0842	http://ensemblgenomes.org/id/SF0842
A0A0H2UYA8	SF0884;SF3750	http://ensemblgenomes.org/id/SF0884;http://ensemblgenomes.org/id/SF3750
A0A0H2UYC2		
A0A0H2UYC3	SF0869;S0913	http://ensemblgenomes.org/id/SF0869;http://ensemblgenomes.org/id/S0913
A0A0H2UYD2	SF0882	http://ensemblgenomes.org/id/SF0882
A0A0H2UYJ4	SF1038	http://ensemblgenomes.org/id/SF1038
A0A0H2UYP6		
A0A0H2UYV7	SF1227	http://ensemblgenomes.org/id/SF1227
A0A0H2UYY2		
A0A0H2UYY3	SF1276	http://ensemblgenomes.org/id/SF1276
A0A0H2UYY9	SF0519;SF1590;SF2008;SF3515;SF4217	http://ensemblgenomes.org/id/SF0519;http://ensemblgenomes.org/id/SF1590;http://ensemblgenomes.org/id/SF2008;http://ensemblgenomes.org/id/SF3515;http://ensemblgenomes.org/id/SF4217
A0A0H2UZ04	SF1308	http://ensemblgenomes.org/id/SF1308
A0A0H2UZ60		
A0A0H2UZ75	SF1374	http://ensemblgenomes.org/id/SF1374
A0A0H2UZI2	SF1253;SF1550	http://ensemblgenomes.org/id/SF1253;http://ensemblgenomes.org/id/SF1550
A0A0H2UZL0		
A0A0H2UZM7	SF0866	http://ensemblgenomes.org/id/SF0866
A0A0H2UZP6	SF1660	http://ensemblgenomes.org/id/SF1660
A0A0H2UZP8		
A0A0H2UZQ6		
A0A0H2UZT5		
A0A0H2UZX5	SF1847	http://ensemblgenomes.org/id/SF1847
A0A0H2UZZ8		
A0A0H2V013	SF1088;S1168	http://ensemblgenomes.org/id/SF1088;http://ensemblgenomes.org/id/S1168
A0A0H2V042	SF1150	http://ensemblgenomes.org/id/SF1150
A0A0H2V062		
A0A0H2V075	SF1920	http://ensemblgenomes.org/id/SF1920
A0A0H2V0B5	SF1286	http://ensemblgenomes.org/id/SF1286
A0A0H2V0C3		
A0A0H2V0C8	SF0791;SF2062	http://ensemblgenomes.org/id/SF0791;http://ensemblgenomes.org/id/SF2062
A0A0H2V0D7	SF2025	http://ensemblgenomes.org/id/SF2025
A0A0H2V0E5	SF2035	http://ensemblgenomes.org/id/SF2035
A0A0H2V0F8	SF2052	http://ensemblgenomes.org/id/SF2052
A0A0H2V0J1	SF2124;S2248	http://ensemblgenomes.org/id/SF2124;http://ensemblgenomes.org/id/S2248
A0A0H2V0L8		
A0A0H2V0M8	SF2182	http://ensemblgenomes.org/id/SF2182
A0A0H2V0Q5	SF2325	http://ensemblgenomes.org/id/SF2325
A0A0H2V0R7	SF1477	http://ensemblgenomes.org/id/SF1477
A0A0H2V0T8		
A0A0H2V0W2	SF1580	http://ensemblgenomes.org/id/SF1580
A0A0H2V0Y6		
A0A0H2V0Z7		
A0A0H2V104		
A0A0H2V107	SF2493	http://ensemblgenomes.org/id/SF2493
A0A0H2V132	SF2557	http://ensemblgenomes.org/id/SF2557
A0A0H2V137	SF1751;S1884	http://ensemblgenomes.org/id/SF1751;http://ensemblgenomes.org/id/S1884
A0A0H2V170	SF2610	http://ensemblgenomes.org/id/SF2610
A0A0H2V179	SF2621	http://ensemblgenomes.org/id/SF2621
A0A0H2V1A9		
A0A0H2V1B5	SF2715	http://ensemblgenomes.org/id/SF2715
A0A0H2V1E3	SF2643	http://ensemblgenomes.org/id/SF2643
A0A0H2V1J2	SF2868	http://ensemblgenomes.org/id/SF2868
A0A0H2V1J5	SF2757	http://ensemblgenomes.org/id/SF2757
A0A0H2V1M4	SF2828;S3025	http://ensemblgenomes.org/id/SF2828;http://ensemblgenomes.org/id/S3025
A0A0H2V1N8		
A0A0H2V1P4	SF2962;S3165	http://ensemblgenomes.org/id/SF2962;http://ensemblgenomes.org/id/S3165
A0A0H2V1Q4	SF2978	http://ensemblgenomes.org/id/SF2978
A0A0H2V1U5		
A0A0H2V1V4	SF2979;S3184	http://ensemblgenomes.org/id/SF2979;http://ensemblgenomes.org/id/S3184
A0A0H2V1V9		
A0A0H2V1Z0		
A0A0H2V203		
A0A0H2V252	SF3324	http://ensemblgenomes.org/id/SF3324
A0A0H2V292	SF2033	http://ensemblgenomes.org/id/SF2033
A0A0H2V2A5	SF3448	http://ensemblgenomes.org/id/SF3448
A0A0H2V2A8		
A0A0H2V2B5		
A0A0H2V2L0	SF2313	http://ensemblgenomes.org/id/SF2313
A0A0H2V2S3		
A0A0H2V2U9	SF0673;SF3709;SF3722	http://ensemblgenomes.org/id/SF0673;http://ensemblgenomes.org/id/SF3709;http://ensemblgenomes.org/id/SF3722
A0A0H2V2V7		
A0A0H2V2Y1		
A0A0H2V2Y7	SF3790	http://ensemblgenomes.org/id/SF3790
A0A0H2V2Z3	SF3798;S3970	http://ensemblgenomes.org/id/SF3798;http://ensemblgenomes.org/id/S3970
A0A0H2V371	SF2747;S2939	http://ensemblgenomes.org/id/SF2747;http://ensemblgenomes.org/id/S2939
A0A0H2V3A5		
A0A0H2V3C6		
A0A0H2V3I9	SF4250	http://ensemblgenomes.org/id/SF4250
A0A0H2V3M4		
A0A0H2V3M9		
A0A0H2V3N4	SF4285	http://ensemblgenomes.org/id/SF4285
A0A0H2V3P9	SF4360	http://ensemblgenomes.org/id/SF4360
A0A0H2V3Q5	SF3970;S3778	http://ensemblgenomes.org/id/SF3970;http://ensemblgenomes.org/id/S3778
A0A0H2V3S2		
A0A0H2V3S3		
A0A0H2V3V0		
A0A0H2V407	SF3315;S3539	http://ensemblgenomes.org/id/SF3315;http://ensemblgenomes.org/id/S3539
A0A0H2V442		
A0A0H2V488		
A0A0H2V555		
A0A0H2V5C4		
A0A0H2V5L0	SF4370;S4640	http://ensemblgenomes.org/id/SF4370;http://ensemblgenomes.org/id/S4640
A0A0H2VSM9		
A0A0H2VSS8	SF0177;S0180	http://ensemblgenomes.org/id/SF0177;http://ensemblgenomes.org/id/S0180
A0A0H2VT45	SF0436;S0443	http://ensemblgenomes.org/id/SF0436;http://ensemblgenomes.org/id/S0443
A0A0H2VT54		
A0A0H2VT81	SF0508;S0514	http://ensemblgenomes.org/id/SF0508;http://ensemblgenomes.org/id/S0514
A0A0H2VTA6		
A0A0H2VTF9		
A0A0H2VTI8		
A0A0H2VTK0		
A0A0H2VTU0		
A0A0H2VTW3	SF0702;S0740	http://ensemblgenomes.org/id/SF0702;http://ensemblgenomes.org/id/S0740
A0A0H2VTY7	SF0820;S4814	http://ensemblgenomes.org/id/SF0820;http://ensemblgenomes.org/id/S4814
A0A0H2VTZ4		
A0A0H2VUP7		
A0A0H2VUT9	SF1203;S1287	http://ensemblgenomes.org/id/SF1203;http://ensemblgenomes.org/id/S1287
A0A0H2VUW9		
A0A0H2VUZ8		
A0A0H2VV08	SF1265;S1351	http://ensemblgenomes.org/id/SF1265;http://ensemblgenomes.org/id/S1351
A0A0H2VV29		
A0A0H2VV39		
A0A0H2VV44		
A0A0H2VV48		
A0A0H2VVB7		
A0A0H2VVC0		
A0A0H2VVD2		
A0A0H2VVG5		
A0A0H2VVI1		
A0A0H2VVP2		
A0A0H2VVS9		
A0A0H2VVU1		
A0A0H2VW13		
A0A0H2VW22		
A0A0H2VW26		
A0A0H2VW51	SF_p0208;S0267;S0698;S0872;S0923	http://ensemblgenomes.org/id/SF_p0208;http://ensemblgenomes.org/id/S0267;http://ensemblgenomes.org/id/S0698;http://ensemblgenomes.org/id/S0872;http://ensemblgenomes.org/id/S0923
A0A0H2VWL1	SF2263;S2392	http://ensemblgenomes.org/id/SF2263;http://ensemblgenomes.org/id/S2392
A0A0H2VWM2	SF1280;S1363	http://ensemblgenomes.org/id/SF1280;http://ensemblgenomes.org/id/S1363
A0A0H2VX20		
A0A0H2VX23		
A0A0H2VX42		
A0A0H2VX83		
A0A0H2VXB8		
A0A0H2VXH5		
A0A0H2VXM7		
A0A0H2VXW3		
A0A0H2VXW8		
A0A0H2VXY8	SF3860;S3900	http://ensemblgenomes.org/id/SF3860;http://ensemblgenomes.org/id/S3900
A0A0H2VXZ9	SF0695;SF1845;S2182	http://ensemblgenomes.org/id/SF0695;http://ensemblgenomes.org/id/SF1845;http://ensemblgenomes.org/id/S2182
A0A0H2VY02	SF1768;SF3083;SF3185;S3288;S4049	http://ensemblgenomes.org/id/SF1768;http://ensemblgenomes.org/id/SF3083;http://ensemblgenomes.org/id/SF3185;http://ensemblgenomes.org/id/S3288;http://ensemblgenomes.org/id/S4049
A0A0H2VY20		
A0A0H2VY68		
A0A0H2VYF0		
A0A0H2VYF7		
A0A0H2VYP7		
A0A0H2VYQ8	SF3932;S3815	http://ensemblgenomes.org/id/SF3932;http://ensemblgenomes.org/id/S3815
A0A0H2VYU4		
A0A0H2VYX6	SF3797;S3971	http://ensemblgenomes.org/id/SF3797;http://ensemblgenomes.org/id/S3971
A0A0H2VZ63		
A0A0H2VZN3		
A0A0H2VZP1		
A0A0H2VZQ5	SF3127;S3334	http://ensemblgenomes.org/id/SF3127;http://ensemblgenomes.org/id/S3334
A0A0H2VZS4		
A0A0H2VZY7		
A0A0H2W006		
A0A0H2W0B9		
A0A0H2W0C8		
A0A0H2W0D3	SF3626;S4142	http://ensemblgenomes.org/id/SF3626;http://ensemblgenomes.org/id/S4142
A0A0H2W0I3		
A0A0H2W0M7		
A0A0H2W0U1		
A0A0H2W120	SF3413;S4349	http://ensemblgenomes.org/id/SF3413;http://ensemblgenomes.org/id/S4349
A0A0H2WVE0	SACOL0846	http://ensemblgenomes.org/id/SACOL0846
A0A0H2WVJ7	SACOL0875	http://ensemblgenomes.org/id/SACOL0875
A0A0H2WVT9	SACOL0857	http://ensemblgenomes.org/id/SACOL0857
A0A0H2WVU2	SACOL1159	http://ensemblgenomes.org/id/SACOL1159
A0A0H2WVX8	SACOL1347	http://ensemblgenomes.org/id/SACOL1347
A0A0H2WW08	SACOL1005	http://ensemblgenomes.org/id/SACOL1005
A0A0H2WW42	SACOL1065	http://ensemblgenomes.org/id/SACOL1065
A0A0H2WW50	SACOL1560	http://ensemblgenomes.org/id/SACOL1560
A0A0H2WW54	SACOL1549	http://ensemblgenomes.org/id/SACOL1549
A0A0H2WW67	SACOL1561	http://ensemblgenomes.org/id/SACOL1561
A0A0H2WW68	SACOL1669	http://ensemblgenomes.org/id/SACOL1669
A0A0H2WW75	SACOL1679	http://ensemblgenomes.org/id/SACOL1679
A0A0H2WWC0	SACOL1849	http://ensemblgenomes.org/id/SACOL1849
A0A0H2WWE9	SACOL1898	http://ensemblgenomes.org/id/SACOL1898
A0A0H2WWF0	SACOL1543	http://ensemblgenomes.org/id/SACOL1543
A0A0H2WWF4	SACOL1551	http://ensemblgenomes.org/id/SACOL1551
