Protein	Accession	Accession.id
A0A0E0UDD5	K00412	https://www.genome.jp/dbget-bin/www_bget?ko:K00412
A0A0E0UDL4		
A0A0E0UDW5	K09985	https://www.genome.jp/dbget-bin/www_bget?ko:K09985
A0A0E0UEF9	K02897	https://www.genome.jp/dbget-bin/www_bget?ko:K02897
A0A0E0UEH3	K03657	https://www.genome.jp/dbget-bin/www_bget?ko:K03657
A0A0E0UET8		
A0A0E0UEW7		
A0A0E0UEX4	K01998	https://www.genome.jp/dbget-bin/www_bget?ko:K01998
A0A0E0UFF6	K02902	https://www.genome.jp/dbget-bin/www_bget?ko:K02902
A0A0E0UFH5	K00760	https://www.genome.jp/dbget-bin/www_bget?ko:K00760
A0A0E0UFJ1	K09882	https://www.genome.jp/dbget-bin/www_bget?ko:K09882
A0A0E0UFL2	K03431	https://www.genome.jp/dbget-bin/www_bget?ko:K03431
A0A0E0UG10		
A0A0E0UG46		
A0A0E0UGD4	K01903	https://www.genome.jp/dbget-bin/www_bget?ko:K01903
A0A0E0UGI2	K07340	https://www.genome.jp/dbget-bin/www_bget?ko:K07340
A0A0E0UGL8	K01835	https://www.genome.jp/dbget-bin/www_bget?ko:K01835
A0A0E0UH56	K01902	https://www.genome.jp/dbget-bin/www_bget?ko:K01902
A0A0E0UHM0	K06147	https://www.genome.jp/dbget-bin/www_bget?ko:K06147
A0A0E0UHQ8	K02945	https://www.genome.jp/dbget-bin/www_bget?ko:K02945
A0A0E0UHT8	K04043	https://www.genome.jp/dbget-bin/www_bget?ko:K04043
A0A0E0UHU9	K02956	https://www.genome.jp/dbget-bin/www_bget?ko:K02956
A0A0E0UHV7	K00800	https://www.genome.jp/dbget-bin/www_bget?ko:K00800
A0A0E0UI25	K03500	https://www.genome.jp/dbget-bin/www_bget?ko:K03500
A0A0E0UI36	K01889	https://www.genome.jp/dbget-bin/www_bget?ko:K01889
A0A0E0UIH3	K00962	https://www.genome.jp/dbget-bin/www_bget?ko:K00962
A0A0E0UII0	K03667	https://www.genome.jp/dbget-bin/www_bget?ko:K03667
A0A0E0UIQ4	K01784	https://www.genome.jp/dbget-bin/www_bget?ko:K01784
A0A0E0UJ54		
A0A0E0UJ98	K04077	https://www.genome.jp/dbget-bin/www_bget?ko:K04077
A0A0E0UJC1	K04077	https://www.genome.jp/dbget-bin/www_bget?ko:K04077
A0A0E0UKM9	K02596	https://www.genome.jp/dbget-bin/www_bget?ko:K02596
A0A0E0UKN7	K02586	https://www.genome.jp/dbget-bin/www_bget?ko:K02586
A0A0E0UKP1		
A0A0E0UKY1		
A0A0E0UL81		
A0A0E0ULB5		
A0A0E0ULH8	K02588	https://www.genome.jp/dbget-bin/www_bget?ko:K02588
A0A0E0UN93	K01467	https://www.genome.jp/dbget-bin/www_bget?ko:K01467
A0A0E0UN97	K04079	https://www.genome.jp/dbget-bin/www_bget?ko:K04079
A0A0E0UNG4	K01468	https://www.genome.jp/dbget-bin/www_bget?ko:K01468
A0A0E0UNJ4		
A0A0E0UNP3	K04077	https://www.genome.jp/dbget-bin/www_bget?ko:K04077
A0A0E0UPG1		
A0A0E0UPL1		
A0A0E0UPR3		
A0A0E0UPR9	K22104	https://www.genome.jp/dbget-bin/www_bget?ko:K22104
A0A0E0UPX2		
A0A0E0UQ72		
A0A0E0UQG5	K01858	https://www.genome.jp/dbget-bin/www_bget?ko:K01858
A0A0E0URT6		
A0A0E0UW41		
A0A0E0UWC2	K00873	https://www.genome.jp/dbget-bin/www_bget?ko:K00873
A0A0E1EET6	K21471	https://www.genome.jp/dbget-bin/www_bget?ko:K21471
A0A0E1EL42	K03110	https://www.genome.jp/dbget-bin/www_bget?ko:K03110
A0A0E1EN14	K01835	https://www.genome.jp/dbget-bin/www_bget?ko:K01835
A0A0E1R974	K01738	https://www.genome.jp/dbget-bin/www_bget?ko:K01738
A0A0E1Y3Q6		
A0A0E2CSW4		
A0A0E2D3A7		
A0A0E3CNN1		
A0A0E3CRJ7		
A0A0F0JYS2	K15545	https://www.genome.jp/dbget-bin/www_bget?ko:K15545
A0A0F6P9K5		
A0A0G2PF30	K03217	https://www.genome.jp/dbget-bin/www_bget?ko:K03217
A0A0G2Q9D4	K02338	https://www.genome.jp/dbget-bin/www_bget?ko:K02338
A0A0G2Q9D8		
A0A0G2Q9E8	K03497	https://www.genome.jp/dbget-bin/www_bget?ko:K03497
A0A0G2Q9E9	K03496	https://www.genome.jp/dbget-bin/www_bget?ko:K03496
A0A0G2Q9F8	K02469	https://www.genome.jp/dbget-bin/www_bget?ko:K02469
A0A0G2Q9F9		
A0A0G2Q9G0	K03767	https://www.genome.jp/dbget-bin/www_bget?ko:K03767
A0A0G2Q9H1		
A0A0G2Q9H2	K02361	https://www.genome.jp/dbget-bin/www_bget?ko:K02361
A0A0G2Q9I7	K00800	https://www.genome.jp/dbget-bin/www_bget?ko:K00800
A0A0G2Q9K0	K02039	https://www.genome.jp/dbget-bin/www_bget?ko:K02039
A0A0G2Q9L2	K03088	https://www.genome.jp/dbget-bin/www_bget?ko:K03088
A0A0G2Q9N7	K00384	https://www.genome.jp/dbget-bin/www_bget?ko:K00384
A0A0G2Q9N9		
A0A0H0YCP0		
A0A0H0YG72		
A0A0H0YGD0		
A0A0H1NRE3		
A0A0H1XJQ7		
A0A0H2UQ40	K01265	https://www.genome.jp/dbget-bin/www_bget?ko:K01265
A0A0H2USC0		
A0A0H2USF2	K07483	https://www.genome.jp/dbget-bin/www_bget?ko:K07483
A0A0H2USF3	K07483	https://www.genome.jp/dbget-bin/www_bget?ko:K07483
A0A0H2USG1		
A0A0H2USH9	K07483	https://www.genome.jp/dbget-bin/www_bget?ko:K07483
A0A0H2USM2	K07484	https://www.genome.jp/dbget-bin/www_bget?ko:K07484
A0A0H2USP0	K07497	https://www.genome.jp/dbget-bin/www_bget?ko:K07497
A0A0H2USP5	K07484	https://www.genome.jp/dbget-bin/www_bget?ko:K07484
A0A0H2USS8	K07484	https://www.genome.jp/dbget-bin/www_bget?ko:K07484
A0A0H2UWW5	K01990	https://www.genome.jp/dbget-bin/www_bget?ko:K01990
A0A0H2UWZ6		
A0A0H2UX03	K01682	https://www.genome.jp/dbget-bin/www_bget?ko:K01682
A0A0H2UX23	K07483	https://www.genome.jp/dbget-bin/www_bget?ko:K07483
A0A0H2UX29	K15034	https://www.genome.jp/dbget-bin/www_bget?ko:K15034
A0A0H2UX95	K18928	https://www.genome.jp/dbget-bin/www_bget?ko:K18928
A0A0H2UXE8	K03546	https://www.genome.jp/dbget-bin/www_bget?ko:K03546
A0A0H2UXR4	K01643	https://www.genome.jp/dbget-bin/www_bget?ko:K01643
A0A0H2UXU2	K01647	https://www.genome.jp/dbget-bin/www_bget?ko:K01647
A0A0H2UXV0	K01835	https://www.genome.jp/dbget-bin/www_bget?ko:K01835
A0A0H2UXW2		
A0A0H2UY03		
A0A0H2UY50	K20861	https://www.genome.jp/dbget-bin/www_bget?ko:K20861
A0A0H2UY62	K21029	https://www.genome.jp/dbget-bin/www_bget?ko:K21029
A0A0H2UY65		
A0A0H2UY89	K00156	https://www.genome.jp/dbget-bin/www_bget?ko:K00156
A0A0H2UY99	K03694	https://www.genome.jp/dbget-bin/www_bget?ko:K03694
A0A0H2UYA8	K07497	https://www.genome.jp/dbget-bin/www_bget?ko:K07497
A0A0H2UYC2		
A0A0H2UYC3	K09765	https://www.genome.jp/dbget-bin/www_bget?ko:K09765
A0A0H2UYD2	K07497	https://www.genome.jp/dbget-bin/www_bget?ko:K07497
A0A0H2UYJ4		
A0A0H2UYP6	K02619	https://www.genome.jp/dbget-bin/www_bget?ko:K02619
A0A0H2UYV7	K00370	https://www.genome.jp/dbget-bin/www_bget?ko:K00370
A0A0H2UYY2		
A0A0H2UYY3	K03168	https://www.genome.jp/dbget-bin/www_bget?ko:K03168
A0A0H2UYY9	K07483	https://www.genome.jp/dbget-bin/www_bget?ko:K07483
A0A0H2UZ04	K03974	https://www.genome.jp/dbget-bin/www_bget?ko:K03974
A0A0H2UZ60	K03808	https://www.genome.jp/dbget-bin/www_bget?ko:K03808
A0A0H2UZ75		
A0A0H2UZI2	K07497	https://www.genome.jp/dbget-bin/www_bget?ko:K07497
A0A0H2UZL0	K01676	https://www.genome.jp/dbget-bin/www_bget?ko:K01676
A0A0H2UZM7	K07497	https://www.genome.jp/dbget-bin/www_bget?ko:K07497
A0A0H2UZP6	K00799	https://www.genome.jp/dbget-bin/www_bget?ko:K00799
A0A0H2UZP8	K01681	https://www.genome.jp/dbget-bin/www_bget?ko:K01681
A0A0H2UZQ6	K19577	https://www.genome.jp/dbget-bin/www_bget?ko:K19577
A0A0H2UZT5	K15738	https://www.genome.jp/dbget-bin/www_bget?ko:K15738
A0A0H2UZX5	K07497	https://www.genome.jp/dbget-bin/www_bget?ko:K07497
A0A0H2UZZ8		
A0A0H2V013	K08300	https://www.genome.jp/dbget-bin/www_bget?ko:K08300
A0A0H2V042	K01756	https://www.genome.jp/dbget-bin/www_bget?ko:K01756
A0A0H2V062	K05881	https://www.genome.jp/dbget-bin/www_bget?ko:K05881
A0A0H2V075		
A0A0H2V0B5	K03113	https://www.genome.jp/dbget-bin/www_bget?ko:K03113
A0A0H2V0C3	K01241	https://www.genome.jp/dbget-bin/www_bget?ko:K01241
A0A0H2V0C8	K07497	https://www.genome.jp/dbget-bin/www_bget?ko:K07497
A0A0H2V0D7		
A0A0H2V0E5		
A0A0H2V0F8	K07497	https://www.genome.jp/dbget-bin/www_bget?ko:K07497
A0A0H2V0J1	K16692	https://www.genome.jp/dbget-bin/www_bget?ko:K16692
A0A0H2V0L8	K16329	https://www.genome.jp/dbget-bin/www_bget?ko:K16329
A0A0H2V0M8	K07497	https://www.genome.jp/dbget-bin/www_bget?ko:K07497
A0A0H2V0Q5	K00113	https://www.genome.jp/dbget-bin/www_bget?ko:K00113
A0A0H2V0R7	K01142	https://www.genome.jp/dbget-bin/www_bget?ko:K01142
A0A0H2V0T8	K00925	https://www.genome.jp/dbget-bin/www_bget?ko:K00925
A0A0H2V0W2		
A0A0H2V0Y6	K14261	https://www.genome.jp/dbget-bin/www_bget?ko:K14261
A0A0H2V0Z7	K12339	https://www.genome.jp/dbget-bin/www_bget?ko:K12339
A0A0H2V104	K00029	https://www.genome.jp/dbget-bin/www_bget?ko:K00029
A0A0H2V107		
A0A0H2V132	K03977	https://www.genome.jp/dbget-bin/www_bget?ko:K03977
A0A0H2V137	K08348	https://www.genome.jp/dbget-bin/www_bget?ko:K08348
A0A0H2V170		
A0A0H2V179	K07497	https://www.genome.jp/dbget-bin/www_bget?ko:K07497
A0A0H2V1A9	K00937	https://www.genome.jp/dbget-bin/www_bget?ko:K00937
A0A0H2V1B5		
A0A0H2V1E3	K03214	https://www.genome.jp/dbget-bin/www_bget?ko:K03214
A0A0H2V1J2	K00087	https://www.genome.jp/dbget-bin/www_bget?ko:K00087
A0A0H2V1J5	K07497	https://www.genome.jp/dbget-bin/www_bget?ko:K07497
A0A0H2V1M4	K01448	https://www.genome.jp/dbget-bin/www_bget?ko:K01448
A0A0H2V1N8		
A0A0H2V1P4	K01581	https://www.genome.jp/dbget-bin/www_bget?ko:K01581
A0A0H2V1Q4		
A0A0H2V1U5	K12684	https://www.genome.jp/dbget-bin/www_bget?ko:K12684
A0A0H2V1V4	K07483	https://www.genome.jp/dbget-bin/www_bget?ko:K07483
A0A0H2V1V9	K03923	https://www.genome.jp/dbget-bin/www_bget?ko:K03923
A0A0H2V1Z0	K00656	https://www.genome.jp/dbget-bin/www_bget?ko:K00656
A0A0H2V203	K02081	https://www.genome.jp/dbget-bin/www_bget?ko:K02081
A0A0H2V252	K07484	https://www.genome.jp/dbget-bin/www_bget?ko:K07484
A0A0H2V292	K07497	https://www.genome.jp/dbget-bin/www_bget?ko:K07497
A0A0H2V2A5	K00111	https://www.genome.jp/dbget-bin/www_bget?ko:K00111
A0A0H2V2A8	K01708	https://www.genome.jp/dbget-bin/www_bget?ko:K01708
A0A0H2V2B5	K01126	https://www.genome.jp/dbget-bin/www_bget?ko:K01126
A0A0H2V2L0		
A0A0H2V2S3	K02048	https://www.genome.jp/dbget-bin/www_bget?ko:K02048
A0A0H2V2U9	K07483	https://www.genome.jp/dbget-bin/www_bget?ko:K07483
A0A0H2V2V7	K07214	https://www.genome.jp/dbget-bin/www_bget?ko:K07214
A0A0H2V2Y1	K01092	https://www.genome.jp/dbget-bin/www_bget?ko:K01092
A0A0H2V2Y7	K01652	https://www.genome.jp/dbget-bin/www_bget?ko:K01652
A0A0H2V2Z3		
A0A0H2V371	K04655	https://www.genome.jp/dbget-bin/www_bget?ko:K04655
A0A0H2V3A5		
A0A0H2V3C6	K02429	https://www.genome.jp/dbget-bin/www_bget?ko:K02429
A0A0H2V3I9	K02818,K02819	https://www.genome.jp/dbget-bin/www_bget?ko:K02818,K02819
A0A0H2V3M4	K09800	https://www.genome.jp/dbget-bin/www_bget?ko:K09800
A0A0H2V3M9	K00244	https://www.genome.jp/dbget-bin/www_bget?ko:K00244
A0A0H2V3N4	K07497	https://www.genome.jp/dbget-bin/www_bget?ko:K07497
A0A0H2V3P9	K07497	https://www.genome.jp/dbget-bin/www_bget?ko:K07497
A0A0H2V3Q5	K00123	https://www.genome.jp/dbget-bin/www_bget?ko:K00123
A0A0H2V3S2	K12525	https://www.genome.jp/dbget-bin/www_bget?ko:K12525
A0A0H2V3S3	K00151	https://www.genome.jp/dbget-bin/www_bget?ko:K00151
A0A0H2V3V0	K00548	https://www.genome.jp/dbget-bin/www_bget?ko:K00548
A0A0H2V407	K07479	https://www.genome.jp/dbget-bin/www_bget?ko:K07479
A0A0H2V442	K01226	https://www.genome.jp/dbget-bin/www_bget?ko:K01226
A0A0H2V488		
A0A0H2V555	K01637	https://www.genome.jp/dbget-bin/www_bget?ko:K01637
A0A0H2V5C4	K00040	https://www.genome.jp/dbget-bin/www_bget?ko:K00040
A0A0H2V5L0		
A0A0H2VSM9	K07483	https://www.genome.jp/dbget-bin/www_bget?ko:K07483
A0A0H2VSS8	K08234	https://www.genome.jp/dbget-bin/www_bget?ko:K08234
A0A0H2VT45	K02069	https://www.genome.jp/dbget-bin/www_bget?ko:K02069
A0A0H2VT54	K18929	https://www.genome.jp/dbget-bin/www_bget?ko:K18929
A0A0H2VT81	K02363	https://www.genome.jp/dbget-bin/www_bget?ko:K02363
A0A0H2VTA6	K00892	https://www.genome.jp/dbget-bin/www_bget?ko:K00892
A0A0H2VTF9		
A0A0H2VTI8		
A0A0H2VTK0	K07483	https://www.genome.jp/dbget-bin/www_bget?ko:K07483
A0A0H2VTU0	K06890	https://www.genome.jp/dbget-bin/www_bget?ko:K06890
A0A0H2VTW3		
A0A0H2VTY7		
A0A0H2VTZ4	K01256	https://www.genome.jp/dbget-bin/www_bget?ko:K01256
A0A0H2VUP7	K08307	https://www.genome.jp/dbget-bin/www_bget?ko:K08307
A0A0H2VUT9	K05878	https://www.genome.jp/dbget-bin/www_bget?ko:K05878
A0A0H2VUW9	K01775	https://www.genome.jp/dbget-bin/www_bget?ko:K01775
A0A0H2VUZ8	K04072	https://www.genome.jp/dbget-bin/www_bget?ko:K04072
A0A0H2VV08	K13498	https://www.genome.jp/dbget-bin/www_bget?ko:K13498
A0A0H2VV29	K01338	https://www.genome.jp/dbget-bin/www_bget?ko:K01338
A0A0H2VV39	K03737	https://www.genome.jp/dbget-bin/www_bget?ko:K03737
A0A0H2VV44	K03778	https://www.genome.jp/dbget-bin/www_bget?ko:K03778
A0A0H2VV48	K08223	https://www.genome.jp/dbget-bin/www_bget?ko:K08223
A0A0H2VVB7	K05776	https://www.genome.jp/dbget-bin/www_bget?ko:K05776
A0A0H2VVC0	K01424	https://www.genome.jp/dbget-bin/www_bget?ko:K01424
A0A0H2VVD2	K00239	https://www.genome.jp/dbget-bin/www_bget?ko:K00239
A0A0H2VVG5	K00164	https://www.genome.jp/dbget-bin/www_bget?ko:K00164
A0A0H2VVI1	K08323	https://www.genome.jp/dbget-bin/www_bget?ko:K08323
A0A0H2VVP2		
A0A0H2VVS9	K11645	https://www.genome.jp/dbget-bin/www_bget?ko:K11645
A0A0H2VVU1		
A0A0H2VW13	K06219	https://www.genome.jp/dbget-bin/www_bget?ko:K06219
A0A0H2VW22	K02407	https://www.genome.jp/dbget-bin/www_bget?ko:K02407
A0A0H2VW26	K00341	https://www.genome.jp/dbget-bin/www_bget?ko:K00341
A0A0H2VW51	K07483	https://www.genome.jp/dbget-bin/www_bget?ko:K07483
A0A0H2VWL1		
A0A0H2VWM2	K01681	https://www.genome.jp/dbget-bin/www_bget?ko:K01681
A0A0H2VX20		
A0A0H2VX23		
A0A0H2VX42	K11477	https://www.genome.jp/dbget-bin/www_bget?ko:K11477
A0A0H2VX83		
A0A0H2VXB8	K02468	https://www.genome.jp/dbget-bin/www_bget?ko:K02468
A0A0H2VXH5	K09908	https://www.genome.jp/dbget-bin/www_bget?ko:K09908
A0A0H2VXM7	K07812	https://www.genome.jp/dbget-bin/www_bget?ko:K07812
A0A0H2VXW3	K07091	https://www.genome.jp/dbget-bin/www_bget?ko:K07091
A0A0H2VXW8	K19265	https://www.genome.jp/dbget-bin/www_bget?ko:K19265
A0A0H2VXY8	K01791	https://www.genome.jp/dbget-bin/www_bget?ko:K01791
A0A0H2VXZ9		
A0A0H2VY02	K07483	https://www.genome.jp/dbget-bin/www_bget?ko:K07483
A0A0H2VY20	K01685	https://www.genome.jp/dbget-bin/www_bget?ko:K01685
A0A0H2VY68	K19789	https://www.genome.jp/dbget-bin/www_bget?ko:K19789
A0A0H2VYF0	K07223	https://www.genome.jp/dbget-bin/www_bget?ko:K07223
A0A0H2VYF7	K01676	https://www.genome.jp/dbget-bin/www_bget?ko:K01676
A0A0H2VYP7	K05366	https://www.genome.jp/dbget-bin/www_bget?ko:K05366
A0A0H2VYQ8		
A0A0H2VYU4	K07497	https://www.genome.jp/dbget-bin/www_bget?ko:K07497
A0A0H2VYX6	K06901	https://www.genome.jp/dbget-bin/www_bget?ko:K06901
A0A0H2VZ63		
A0A0H2VZN3	K02622	https://www.genome.jp/dbget-bin/www_bget?ko:K02622
A0A0H2VZP1	K03772	https://www.genome.jp/dbget-bin/www_bget?ko:K03772
A0A0H2VZQ5		
A0A0H2VZS4		
A0A0H2VZY7	K03665	https://www.genome.jp/dbget-bin/www_bget?ko:K03665
A0A0H2W006	K06205	https://www.genome.jp/dbget-bin/www_bget?ko:K06205
A0A0H2W0B9	K03657	https://www.genome.jp/dbget-bin/www_bget?ko:K03657
A0A0H2W0C8	K03656	https://www.genome.jp/dbget-bin/www_bget?ko:K03656
A0A0H2W0D3	K00138	https://www.genome.jp/dbget-bin/www_bget?ko:K00138
A0A0H2W0I3	K03488	https://www.genome.jp/dbget-bin/www_bget?ko:K03488
A0A0H2W0M7	K03676	https://www.genome.jp/dbget-bin/www_bget?ko:K03676
A0A0H2W0U1	K21636	https://www.genome.jp/dbget-bin/www_bget?ko:K21636
A0A0H2W120	K12288	https://www.genome.jp/dbget-bin/www_bget?ko:K12288
A0A0H2WVE0	K12573	https://www.genome.jp/dbget-bin/www_bget?ko:K12573
A0A0H2WVJ7		
A0A0H2WVT9		
A0A0H2WVU2	K00239	https://www.genome.jp/dbget-bin/www_bget?ko:K00239
A0A0H2WVX8		
A0A0H2WW08	K08602	https://www.genome.jp/dbget-bin/www_bget?ko:K08602
A0A0H2WW42		
A0A0H2WW50	K09699	https://www.genome.jp/dbget-bin/www_bget?ko:K09699
A0A0H2WW54	K00036	https://www.genome.jp/dbget-bin/www_bget?ko:K00036
A0A0H2WW67	K00167	https://www.genome.jp/dbget-bin/www_bget?ko:K00167
A0A0H2WW68		
A0A0H2WW75		
A0A0H2WWC0		
A0A0H2WWE9	K03698	https://www.genome.jp/dbget-bin/www_bget?ko:K03698
A0A0H2WWF0		
A0A0H2WWF4	K01187	https://www.genome.jp/dbget-bin/www_bget?ko:K01187
A0A0H2WWN8	K00231	https://www.genome.jp/dbget-bin/www_bget?ko:K00231
A0A0H2WWP2		
A0A0H2WWR5		
A0A0H2WWV4	K01961	https://www.genome.jp/dbget-bin/www_bget?ko:K01961
A0A0H2WWV6	K22710	https://www.genome.jp/dbget-bin/www_bget?ko:K22710
A0A0H2WWV7	K01652	https://www.genome.jp/dbget-bin/www_bget?ko:K01652
A0A0H2WWY8		
A0A0H2WX02	K00371	https://www.genome.jp/dbget-bin/www_bget?ko:K00371
A0A0H2WX21	K03293	https://www.genome.jp/dbget-bin/www_bget?ko:K03293
A0A0H2WX37	K03547	https://www.genome.jp/dbget-bin/www_bget?ko:K03547
A0A0H2WX88	K01641	https://www.genome.jp/dbget-bin/www_bget?ko:K01641
A0A0H2WXA4	K07315	https://www.genome.jp/dbget-bin/www_bget?ko:K07315
A0A0H2WXA5	K00158	https://www.genome.jp/dbget-bin/www_bget?ko:K00158
A0A0H2WXB1	K03571	https://www.genome.jp/dbget-bin/www_bget?ko:K03571
A0A0H2WXB4		
A0A0H2WXD9		
A0A0H2WXE3	K01791	https://www.genome.jp/dbget-bin/www_bget?ko:K01791
A0A0H2WXT4	K02749,K02750	https://www.genome.jp/dbget-bin/www_bget?ko:K02749,K02750
A0A0H2WXU4	K01785	https://www.genome.jp/dbget-bin/www_bget?ko:K01785
A0A0H2WY00	K02314	https://www.genome.jp/dbget-bin/www_bget?ko:K02314
A0A0H2WY40		
A0A0H2WY61		
A0A0H2WYD2	K09015	https://www.genome.jp/dbget-bin/www_bget?ko:K09015
A0A0H2WYE2		
A0A0H2WYH9	K21064	https://www.genome.jp/dbget-bin/www_bget?ko:K21064
A0A0H2WYJ9		
A0A0H2WYM6		
A0A0H2WYP2	K03106	https://www.genome.jp/dbget-bin/www_bget?ko:K03106
A0A0H2WYT5	K00174	https://www.genome.jp/dbget-bin/www_bget?ko:K00174
A0A0H2WYV4	K02818,K02819	https://www.genome.jp/dbget-bin/www_bget?ko:K02818,K02819
A0A0H2WYW1	K01262	https://www.genome.jp/dbget-bin/www_bget?ko:K01262
A0A0H2WYW9	K07571	https://www.genome.jp/dbget-bin/www_bget?ko:K07571
A0A0H2WZ06		
A0A0H2WZ29		
A0A0H2WZ39		
A0A0H2WZ77	K09817	https://www.genome.jp/dbget-bin/www_bget?ko:K09817
A0A0H2WZ86	K04074	https://www.genome.jp/dbget-bin/www_bget?ko:K04074
A0A0H2WZB1	K02600	https://www.genome.jp/dbget-bin/www_bget?ko:K02600
A0A0H2WZC2		
A0A0H2WZF0		
A0A0H2WZG1	K05846	https://www.genome.jp/dbget-bin/www_bget?ko:K05846
A0A0H2WZG9	K01489	https://www.genome.jp/dbget-bin/www_bget?ko:K01489
A0A0H2WZJ1	K03499	https://www.genome.jp/dbget-bin/www_bget?ko:K03499
A0A0H2WZL1	K01261	https://www.genome.jp/dbget-bin/www_bget?ko:K01261
A0A0H2WZM0	K02768,K02769,K02770	https://www.genome.jp/dbget-bin/www_bget?ko:K02768,K02769,K02770
A0A0H2WZQ6	K09769	https://www.genome.jp/dbget-bin/www_bget?ko:K09769
A0A0H2WZW3		
A0A0H2WZX2	K04940	https://www.genome.jp/dbget-bin/www_bget?ko:K04940
A0A0H2WZY6		
A0A0H2WZZ2		
A0A0H2X027		
A0A0H2X029	K00297,K00547	https://www.genome.jp/dbget-bin/www_bget?ko:K00297,K00547
A0A0H2X037	K19689	https://www.genome.jp/dbget-bin/www_bget?ko:K19689
A0A0H2X0A1		
A0A0H2X0B5		
A0A0H2X0C4	K01809	https://www.genome.jp/dbget-bin/www_bget?ko:K01809
A0A0H2X1A6	K05352	https://www.genome.jp/dbget-bin/www_bget?ko:K05352
A0A0H2X1G4	K03817	https://www.genome.jp/dbget-bin/www_bget?ko:K03817
A0A0H2YY22	K02485	https://www.genome.jp/dbget-bin/www_bget?ko:K02485
