Protein	Accession	Accession.id
A0A0H2UZ04	fig|198214.7.peg.1534	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1534
A0A0H2UZ60	fig|198214.7.peg.1642	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1642
A0A0H2UZ75		
A0A0H2UZI2	fig|198214.7.peg.1473	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1473
A0A0H2UZL0	fig|198214.7.peg.1928	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1928
A0A0H2UZM7	fig|198214.7.peg.1002	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1002
A0A0H2UZP6	fig|198214.7.peg.1956	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1956
A0A0H2UZP8	fig|198214.7.peg.1038	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1038
A0A0H2UZQ6	fig|198214.7.peg.1992	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1992
A0A0H2UZT5	fig|198214.7.peg.1107	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1107
A0A0H2UZX5	fig|198214.7.peg.2199	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2199
A0A0H2UZZ8	fig|198214.7.peg.2241	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2241
A0A0H2V013	fig|198214.7.peg.1277	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1277
A0A0H2V042	fig|198214.7.peg.1351	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1351
A0A0H2V062	fig|198214.7.peg.1417	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1417
A0A0H2V075		
A0A0H2V0B5	fig|198214.7.peg.1508	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1508
A0A0H2V0C3	fig|198214.7.peg.2457	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2457
A0A0H2V0C8	fig|198214.7.peg.2468	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2468
A0A0H2V0D7		
A0A0H2V0E5		
A0A0H2V0F8	fig|198214.7.peg.2455	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2455
A0A0H2V0J1	fig|198214.7.peg.2534	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2534
A0A0H2V0L8	fig|198214.7.peg.2695	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2695
A0A0H2V0M8	fig|198214.7.peg.2604	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2604
A0A0H2V0Q5	fig|198214.7.peg.2785	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2785
A0A0H2V0R7	fig|198214.7.peg.1742	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1742
A0A0H2V0T8	fig|198214.7.peg.2839	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2839
A0A0H2V0W2		
A0A0H2V0Y6	fig|198214.7.peg.2920	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2920
A0A0H2V0Z7	fig|198214.7.peg.2959	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2959
A0A0H2V104	fig|198214.7.peg.2995	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2995
A0A0H2V107	fig|198214.7.peg.2980	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2980
A0A0H2V132	fig|198214.7.peg.3055	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3055
A0A0H2V137	fig|198214.7.peg.2074	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2074
A0A0H2V170	fig|198214.7.peg.3116	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3116
A0A0H2V179	fig|198214.7.peg.3129	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3129
A0A0H2V1A9	fig|198214.7.peg.3041	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3041
A0A0H2V1B5		
A0A0H2V1E3	fig|198214.7.peg.3153	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3153
A0A0H2V1J2	fig|198214.7.peg.3412	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3412
A0A0H2V1J5	fig|198214.7.peg.3284	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3284
A0A0H2V1M4	fig|198214.7.peg.3366	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3366
A0A0H2V1N8	fig|198214.7.peg.3525	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3525
A0A0H2V1P4	fig|198214.7.peg.3522	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3522
A0A0H2V1Q4		
A0A0H2V1U5	fig|198214.7.peg.3528	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3528
A0A0H2V1V4	fig|198214.7.peg.3538	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3538
A0A0H2V1V9	fig|198214.7.peg.3643	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3643
A0A0H2V1Z0	fig|198214.7.peg.3744	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3744
A0A0H2V203	fig|198214.7.peg.3762	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3762
A0A0H2V252	fig|198214.7.peg.3933	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3933
A0A0H2V292	fig|198214.7.peg.2431	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2431
A0A0H2V2A5	fig|198214.7.peg.4067	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4067
A0A0H2V2A8	fig|198214.7.peg.3761	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3761
A0A0H2V2B5	fig|198214.7.peg.4086	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4086
A0A0H2V2L0	fig|623.156.peg.2801	https://www.patricbrc.org/view/Feature/fig|623.156.peg.2801
A0A0H2V2S3	fig|198214.7.peg.2963	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2963
A0A0H2V2U9	fig|198214.7.peg.4376	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4376
A0A0H2V2V7	fig|198214.7.peg.4412	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4412
A0A0H2V2Y1	fig|198214.7.peg.3080	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3080
A0A0H2V2Y7	fig|198214.7.peg.4475	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4475
A0A0H2V2Z3	fig|198214.7.peg.4483	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4483
A0A0H2V371	fig|198214.7.peg.3270	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3270
A0A0H2V3A5	fig|198214.7.peg.3286	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3286
A0A0H2V3C6	fig|198214.7.peg.3350	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3350
A0A0H2V3I9	fig|198214.7.peg.5012	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.5012
A0A0H2V3M4	fig|198214.7.peg.5033	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.5033
A0A0H2V3M9	fig|198214.7.peg.5083	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.5083
A0A0H2V3N4	fig|198214.7.peg.5055	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.5055
A0A0H2V3P9	fig|198214.7.peg.5141	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.5141
A0A0H2V3Q5	fig|198214.7.peg.4678	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4678
A0A0H2V3S2	fig|198214.7.peg.4734	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4734
A0A0H2V3S3	fig|198214.7.peg.5166	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.5166
A0A0H2V3V0	fig|198214.7.peg.4816	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4816
A0A0H2V407		
A0A0H2V442	fig|198214.7.peg.5013	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.5013
A0A0H2V488	fig|198214.7.peg.4147	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4147
A0A0H2V555	fig|198214.7.peg.4808	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4808
A0A0H2V5C4	fig|198214.7.peg.4952	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4952
A0A0H2V5L0	fig|198214.7.peg.5151	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.5151
A0A0H2VSM9	fig|198214.7.peg.551	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.551
A0A0H2VSS8	fig|198214.7.peg.199	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.199
A0A0H2VT45	fig|198214.7.peg.498	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.498
A0A0H2VT54	fig|198214.7.peg.296	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.296
A0A0H2VT81	fig|198214.7.peg.591	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.591
A0A0H2VTA6	fig|198214.7.peg.484	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.484
A0A0H2VTF9	fig|198214.7.peg.612	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.612
A0A0H2VTI8	fig|198214.7.peg.682	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.682
A0A0H2VTK0	fig|198214.7.peg.5139	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.5139
A0A0H2VTU0	fig|198214.7.peg.856	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.856
A0A0H2VTW3		
A0A0H2VTY7	fig|198214.7.peg.949	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.949
A0A0H2VTZ4	fig|198214.7.peg.1082	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1082
A0A0H2VUP7	fig|198214.7.peg.220	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.220
A0A0H2VUT9	fig|198214.7.peg.1419	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1419
A0A0H2VUW9	fig|198214.7.peg.1393	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1393
A0A0H2VUZ8	fig|198214.7.peg.1458	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1458
A0A0H2VV08	fig|198214.7.peg.1485	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1485
A0A0H2VV29	fig|198214.7.peg.442	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.442
A0A0H2VV39	fig|198214.7.peg.2163	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2163
A0A0H2VV44	fig|198214.7.peg.2153	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2153
A0A0H2VV48	fig|198214.7.peg.486	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.486
A0A0H2VVB7	fig|198214.7.peg.633	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.633
A0A0H2VVC0	fig|198214.7.peg.1713	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1713
A0A0H2VVD2	fig|198214.7.peg.665	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.665
A0A0H2VVG5	fig|198214.7.peg.662	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.662
A0A0H2VVI1	fig|198214.7.peg.1882	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1882
A0A0H2VVP2	fig|198214.7.peg.874	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.874
A0A0H2VVS9	fig|198214.7.peg.2574	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2574
A0A0H2VVU1	fig|198214.7.peg.2211	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2211
A0A0H2VW13	fig|198214.7.peg.1068	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1068
A0A0H2VW22	fig|198214.7.peg.2348	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2348
A0A0H2VW26	fig|198214.7.peg.2820	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2820
A0A0H2VW51	fig|198214.7.peg.1018	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1018
A0A0H2VWL1	fig|198214.7.peg.2712	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2712
A0A0H2VWM2	fig|198214.7.peg.1501	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1501
A0A0H2VX20	fig|198214.7.peg.1710	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.1710
A0A0H2VX23	fig|198214.7.peg.3557	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3557
A0A0H2VX42	fig|198214.7.peg.3587	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3587
A0A0H2VX83	fig|198214.7.peg.3653	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3653
A0A0H2VXB8	fig|198214.7.peg.3251	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3251
A0A0H2VXH5	fig|198214.7.peg.3878	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3878
A0A0H2VXM7	fig|198214.7.peg.2284	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2284
A0A0H2VXW3	fig|198214.7.peg.3601	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3601
A0A0H2VXW8	fig|198214.7.peg.3621	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3621
A0A0H2VXY8	fig|198214.7.peg.4550	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4550
A0A0H2VXZ9		
A0A0H2VY02	fig|198214.7.peg.2095	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2095
A0A0H2VY20	fig|198214.7.peg.3718	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3718
A0A0H2VY68	fig|198214.7.peg.2720	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2720
A0A0H2VYF0	fig|198214.7.peg.2969	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2969
A0A0H2VYF7	fig|198214.7.peg.4835	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4835
A0A0H2VYP7	fig|198214.7.peg.4029	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4029
A0A0H2VYQ8	fig|198214.7.peg.4632	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4632
A0A0H2VYU4	fig|198214.7.peg.2138	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.2138
A0A0H2VYX6	fig|198214.7.peg.4482	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4482
A0A0H2VZ63	fig|198214.7.peg.3524	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3524
A0A0H2VZN3	fig|198214.7.peg.3645	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3645
A0A0H2VZP1	fig|198214.7.peg.3975	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3975
A0A0H2VZQ5	fig|198214.7.peg.3714	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.3714
A0A0H2VZS4	fig|198214.7.peg.4753	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4753
A0A0H2VZY7	fig|198214.7.peg.5102	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.5102
A0A0H2W006	fig|198214.7.peg.4510	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4510
A0A0H2W0B9	fig|198214.7.peg.4588	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4588
A0A0H2W0C8	fig|198214.7.peg.4542	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4542
A0A0H2W0D3	fig|198214.7.peg.4283	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4283
A0A0H2W0I3	fig|198214.7.peg.4405	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4405
A0A0H2W0M7	fig|198214.7.peg.4308	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4308
A0A0H2W0U1	fig|198214.7.peg.5015	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.5015
A0A0H2W120	fig|198214.7.peg.4028	https://www.patricbrc.org/view/Feature/fig|198214.7.peg.4028
A0A0H2WVE0		
A0A0H2WVJ7		
A0A0H2WVT9		
A0A0H2WVU2		
A0A0H2WVX8		
A0A0H2WW08		
A0A0H2WW42		
A0A0H2WW50		
A0A0H2WW54		
A0A0H2WW67		
A0A0H2WW68		
A0A0H2WW75		
A0A0H2WWC0		
A0A0H2WWE9		
A0A0H2WWF0		
A0A0H2WWF4		
A0A0H2WWN8		
A0A0H2WWP2		
A0A0H2WWR5		
A0A0H2WWV4		
A0A0H2WWV6		
A0A0H2WWV7		
A0A0H2WWY8		
A0A0H2WX02		
A0A0H2WX21		
A0A0H2WX37		
A0A0H2WX88		
A0A0H2WXA4		
A0A0H2WXA5		
A0A0H2WXB1		
A0A0H2WXB4		
A0A0H2WXD9		
A0A0H2WXE3		
A0A0H2WXT4		
A0A0H2WXU4		
A0A0H2WY00		
A0A0H2WY40		
A0A0H2WY61		
A0A0H2WYD2		
A0A0H2WYE2		
A0A0H2WYH9		
A0A0H2WYJ9		
A0A0H2WYM6		
A0A0H2WYP2		
A0A0H2WYT5		
A0A0H2WYV4		
A0A0H2WYW1		
A0A0H2WYW9		
A0A0H2WZ06		
A0A0H2WZ29		
A0A0H2WZ39		
A0A0H2WZ77		
A0A0H2WZ86		
A0A0H2WZB1		
A0A0H2WZC2		
A0A0H2WZF0		
A0A0H2WZG1		
A0A0H2WZG9		
A0A0H2WZJ1		
A0A0H2WZL1		
A0A0H2WZM0		
A0A0H2WZQ6		
A0A0H2WZW3		
A0A0H2WZX2		
A0A0H2WZY6		
A0A0H2WZZ2		
A0A0H2X027		
A0A0H2X029		
A0A0H2X037		
A0A0H2X0A1		
A0A0H2X0B5		
A0A0H2X0C4		
A0A0H2X1A6		
A0A0H2X1G4		
A0A0H2YY22		
A0A0H2Z6P1		
A0A0H2Z6X6		
A0A0H2Z7B7		
